Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated"
0.000,0,0,0,0,13.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151,0,0,0,0,13.88,18.00,0,0,0,0,0,0,0,0,0,0,0,0,0
0.300,0,0,0,0,13.88,18.00,81.15,0,0,0,0,0,0,0,0,0,0,0,0
0.451,0,0,0,0,13.88,18.00,81.15,15.70,0,0,0,0,0,0,0,0,0,0,0
0.600,0,0,0,0,13.88,18.00,81.15,15.70,91.86,0,0,0,0,0,0,0,0,0,0
0.750,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,0,0,0,0,0,0,0,0,0
0.900,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,0,0,0,0,0,0,0,0
1.053,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,0,0,0,0,0,0,0
1.200,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0,0,0,0,0,0
1.352,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,0,0,0,0,0
1.500,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0,0,0,0
1.650,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,0,0,0
1.800,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0,0
1.980,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,0
2.130,0,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
2.280,783.00,0,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
2.430,783.00,13.47,0,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
2.580,783.00,13.47,0.08,0,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
2.730,783.00,13.47,0.08,20.00,13.88,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
2.880,783.00,13.47,0.08,20.00,20.78,18.00,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.030,783.00,13.47,0.08,20.00,20.78,26.25,81.15,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.180,783.00,13.47,0.08,20.00,20.78,26.25,81.34,15.70,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.330,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,91.86,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.480,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,65.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.630,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.780,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
3.930,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
4.080,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,0.00,8.41,0.00,1.02,0.00,1.00
4.230,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,8.41,0.00,1.02,0.00,1.00
4.410,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,0.00,1.02,0.00,1.00
4.562,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,1.02,0.00,1.00
4.710,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,0.00,1.00
4.862,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,1.00
5.010,783.00,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
5.162,1041.50,13.47,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
5.310,1041.50,13.50,0.08,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
5.462,1041.50,13.50,0.13,20.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
5.610,1041.50,13.50,0.13,40.00,20.78,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
5.760,1041.50,13.50,0.13,40.00,43.47,26.25,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
5.910,1041.50,13.50,0.13,40.00,43.47,30.00,81.34,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.062,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,26.40,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.210,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.36,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.362,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,68.25,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.510,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.662,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.810,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
6.962,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,2.22,12.73,1.00,0.99,9.75,0.00
7.110,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,12.73,1.00,0.99,9.75,0.00
7.262,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,0.99,9.75,0.00
7.410,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,0.99,9.75,0.00
7.562,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,9.75,0.00
7.710,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
7.862,1041.50,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.010,2088.00,13.50,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.162,2088.00,13.46,0.13,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.310,2088.00,13.46,0.38,40.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.460,2088.00,13.46,0.38,56.00,43.47,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.610,2088.00,13.46,0.38,56.00,59.75,30.00,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.790,2088.00,13.46,0.38,56.00,59.75,22.50,81.25,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
8.940,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,47.90,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.090,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,89.06,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.240,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,69.75,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.390,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.540,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.690,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.841,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,13.39,16.68,1.00,1.00,24.00,0.00
9.990,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,16.68,1.00,1.00,24.00,0.00
10.140,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,1.00,1.00,24.00,0.00
10.290,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.00,24.00,0.00
10.440,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,24.00,0.00
10.590,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
10.740,2088.00,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
10.890,2110.50,13.46,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.040,2110.50,13.68,0.38,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.190,2110.50,13.68,1.09,56.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.340,2110.50,13.68,1.09,112.00,59.75,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.490,2110.50,13.68,1.09,112.00,118.25,22.50,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.640,2110.50,13.68,1.09,112.00,118.25,42.00,81.04,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.790,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,69.40,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
11.940,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,90.16,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
12.090,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,71.25,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
12.240,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
12.390,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
12.570,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
12.720,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,20.36,17.40,2.00,1.01,19.50,0.00
12.871,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,17.40,2.00,1.01,19.50,0.00
13.020,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,2.00,1.01,19.50,0.00
13.171,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.01,19.50,0.00
13.320,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,19.50,0.00
13.500,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
13.650,2110.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
13.800,1825.50,13.68,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
13.952,1825.50,13.65,1.09,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
14.130,1825.50,13.65,1.01,112.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
14.280,1825.50,13.65,1.01,24.00,118.25,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
14.430,1825.50,13.65,1.01,24.00,26.91,42.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
14.580,1825.50,13.65,1.01,24.00,26.91,12.00,81.46,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
14.730,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,133.20,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
14.880,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,91.46,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
15.030,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.75,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
15.180,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
15.330,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
15.480,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
15.630,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,35.14,16.87,3.00,1.04,-8.25,0.00
15.780,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,16.87,3.00,1.04,-8.25,0.00
15.930,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,1.04,-8.25,0.00
16.080,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,1.04,-8.25,0.00
16.230,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-8.25,0.00
16.380,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
16.530,1825.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
16.680,1473.50,13.65,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
16.830,1473.50,13.39,1.01,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
16.980,1473.50,13.39,0.35,24.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
17.130,1473.50,13.39,0.35,36.00,26.91,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
17.280,1473.50,13.39,0.35,36.00,47.19,12.00,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
17.430,1473.50,13.39,0.35,36.00,47.19,24.75,83.55,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
17.580,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,25.10,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
17.730,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.16,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
17.880,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,72.00,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
18.030,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
18.182,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
18.330,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
18.480,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,30.47,7.85,3.00,16.00,-17.25,0.00
18.630,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,7.85,3.00,16.00,-17.25,0.00
18.780,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,3.00,16.00,-17.25,0.00
18.930,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,16.00,-17.25,0.00
19.080,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,-17.25,0.00
19.230,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
19.380,1473.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
19.530,2512.50,13.39,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
19.680,2512.50,13.48,0.35,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
19.830,2512.50,13.48,0.68,36.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
19.980,2512.50,13.48,0.68,84.00,47.19,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
20.130,2512.50,13.48,0.68,84.00,89.03,24.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
20.280,2512.50,13.48,0.68,84.00,89.03,27.75,84.25,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
20.430,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,49.50,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
20.580,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,92.06,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
20.730,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,68.25,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
20.880,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
21.060,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
21.210,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
21.362,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,27.24,18.63,2.00,0.91,29.25,0.00
21.510,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,18.63,2.00,0.91,29.25,0.00
21.690,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,2.00,0.91,29.25,0.00
21.840,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.91,29.25,0.00
21.991,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,29.25,0.00
22.140,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
22.290,2512.50,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
22.440,1944.00,13.48,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
22.590,1944.00,13.44,0.68,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
22.740,1944.00,13.44,0.60,84.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
22.890,1944.00,13.44,0.60,24.00,89.03,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.040,1944.00,13.44,0.60,24.00,26.81,27.75,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.190,1944.00,13.44,0.60,24.00,26.81,12.00,83.76,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.340,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,88.30,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.490,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,91.46,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.640,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.75,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.790,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
23.940,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
24.090,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
24.271,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,35.04,12.47,3.00,0.98,18.00,0.00
24.420,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,12.47,3.00,0.98,18.00,0.00
24.571,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,0.98,18.00,0.00
24.720,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,0.98,18.00,0.00
24.900,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,18.00,0.00
25.052,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
25.200,1944.00,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
25.352,1614.50,13.44,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
25.500,1614.50,13.46,0.60,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
25.652,1614.50,13.46,0.30,24.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
25.800,1614.50,13.46,0.30,20.00,26.81,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
25.952,1614.50,13.46,0.30,20.00,20.72,12.00,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
26.100,1614.50,13.46,0.30,20.00,20.72,13.50,83.45,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
26.250,1614.50,13.46,0.30,20.00,20.72,13.50,83.55,25.80,90.66,66.00,96.00,14.20,33.00,31.87,8.52,3.00,13.88,-16.50,0.00
