Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated"
0.000,0,0,0,0,0,0,0,0,92.66,0,0,0,0,0,0,0,0,0,0
0.150,0,0,0,0,0,0,0,0,92.66,52.50,0,0,0,0,0,0,0,0,0
0.300,0,0,0,0,0,0,0,0,92.66,52.50,91.00,0,0,0,0,0,0,0,0
0.450,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,0,0,0,0,0,0,0
0.600,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,0,0,0,0,0,0
0.750,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,0,0,0,0,0
0.900,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,0,0,0,0
1.050,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,0,0,0
1.200,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,0,0
1.350,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0
1.500,0,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
1.650,2599.00,0,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
1.800,2599.00,13.73,0,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
1.950,2599.00,13.73,0.52,0,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
2.100,2599.00,13.73,0.52,120.00,0,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
2.250,2599.00,13.73,0.52,120.00,120.47,0,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
2.400,2599.00,13.73,0.52,120.00,120.47,40.50,0,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
2.550,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,0,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
2.700,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.66,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
2.850,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
3.000,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
3.150,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
3.300,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
3.450,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.57,19.35,6.00,1.00,24.75,0.00
3.600,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,19.35,6.00,1.00,24.75,0.00
3.750,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
3.899,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.050,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.200,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.350,2599.00,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.500,2607.50,13.73,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.650,2607.50,13.75,0.52,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.800,2607.50,13.75,0.69,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
4.950,2607.50,13.75,0.69,120.00,120.47,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
5.100,2607.50,13.75,0.69,120.00,119.00,40.50,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
5.250,2607.50,13.75,0.69,120.00,119.00,39.75,71.94,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
5.400,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,122.80,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
5.582,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.56,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
5.730,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,52.50,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
5.882,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
6.030,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
6.182,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
6.330,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,126.85,18.35,6.00,1.00,24.75,0.00
6.480,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.35,6.00,1.00,24.75,0.00
6.630,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,1.00,24.75,0.00
6.783,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,1.00,24.75,0.00
6.930,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,24.75,0.00
7.082,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
7.230,2607.50,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
7.382,2601.00,13.75,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
7.530,2601.00,14.06,0.69,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
7.683,2601.00,14.06,0.01,120.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
7.830,2601.00,14.06,0.01,52.00,119.00,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
7.982,2601.00,14.06,0.01,52.00,52.94,39.75,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
8.130,2601.00,14.06,0.01,52.00,52.94,17.25,72.55,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
8.282,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,120.00,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
8.430,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.26,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
8.582,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
8.730,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
8.880,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
9.030,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
9.182,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,127.49,18.02,6.00,0.99,26.25,0.00
9.330,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,18.02,6.00,0.99,26.25,0.00
9.482,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.99,26.25,0.00
9.630,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.99,26.25,0.00
9.782,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,26.25,0.00
9.930,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.082,2601.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.230,3987.00,14.06,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.382,3987.00,28.37,0.01,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.530,3987.00,28.37,14.64,52.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.682,3987.00,28.37,14.64,1020.00,52.94,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.830,3987.00,28.37,14.64,1020.00,1292.44,17.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
10.982,3987.00,28.37,14.64,1020.00,1292.44,182.25,73.05,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
11.130,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,63.40,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
11.282,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,92.06,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
11.430,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,53.25,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
11.583,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,91.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
11.730,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.40,41.50,123.21,29.90,6.00,0.85,9.00,0.00
11.882,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,123.21,29.90,6.00,0.85,9.00,0.00
12.030,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,123.21,29.90,6.00,0.85,9.00,0.00
12.182,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,29.90,6.00,0.85,9.00,0.00
12.330,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,6.00,0.85,9.00,0.00
12.481,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.85,9.00,0.00
12.630,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,9.00,0.00
12.781,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
12.930,3987.00,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
13.082,6537.50,28.37,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
13.262,6537.50,30.95,14.64,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
13.410,6537.50,30.95,15.42,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
13.561,6537.50,30.95,15.42,1020.00,1292.44,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
13.710,6537.50,30.95,15.42,1020.00,1180.91,182.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
13.860,6537.50,30.95,15.42,1020.00,1180.91,155.25,75.15,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.010,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1215.70,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.161,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,91.76,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.310,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,54.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.461,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,92.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.610,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.761,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
14.910,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,141.69,97.96,4.00,0.94,3.00,0.00
15.061,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,97.96,4.00,0.94,3.00,0.00
15.210,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,4.00,0.94,3.00,0.00
15.360,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.94,3.00,0.00
15.510,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
15.660,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
15.810,6537.50,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
15.962,5753.00,30.95,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
16.110,5753.00,32.53,15.42,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
16.261,5753.00,32.53,17.06,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
16.410,5753.00,32.53,17.06,1020.00,1180.91,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
16.561,5753.00,32.53,17.06,1020.00,1298.09,155.25,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
16.710,5753.00,32.53,17.06,1020.00,1298.09,174.75,125.85,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
16.861,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1179.30,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.010,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,92.86,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.160,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,60.00,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.310,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,95.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.462,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.610,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.762,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,166.05,89.29,5.00,0.83,3.00,0.00
17.910,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,89.29,5.00,0.83,3.00,0.00
18.062,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.83,3.00,0.00
18.210,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.83,3.00,0.00
18.362,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,3.00,0.00
18.510,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
18.660,5753.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
18.810,6371.00,32.53,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
18.962,6371.00,32.36,17.06,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
19.110,6371.00,32.36,16.59,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
19.262,6371.00,32.36,16.59,1020.00,1298.09,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
19.410,6371.00,32.36,16.59,1020.00,1288.62,174.75,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
19.563,6371.00,32.36,16.59,1020.00,1288.62,73.50,150.04,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
19.710,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,1202.60,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
19.863,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,91.46,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
20.010,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,81.75,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
20.160,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,97.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
20.310,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
20.462,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
20.610,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,186.18,97.98,5.00,0.81,4.50,0.00
20.761,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,97.98,5.00,0.81,4.50,0.00
20.940,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,5.00,0.81,4.50,0.00
21.090,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.81,4.50,0.00
21.240,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,4.50,0.00
21.390,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
21.540,6371.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
21.690,4035.00,32.36,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
21.841,4035.00,14.14,16.59,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
21.990,4035.00,14.14,0.01,1020.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
22.140,4035.00,14.14,0.01,104.00,1288.62,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
22.290,4035.00,14.14,0.01,104.00,107.03,73.50,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
22.440,4035.00,14.14,0.01,104.00,107.03,24.00,162.65,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
22.590,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,133.00,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
22.740,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,92.36,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
22.890,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,85.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
23.040,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
23.190,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
23.341,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
23.490,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,191.73,16.96,6.00,0.89,-1.50,0.00
23.640,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,16.96,6.00,0.89,-1.50,0.00
23.790,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,0.89,-1.50,0.00
23.940,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,0.89,-1.50,0.00
24.090,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-1.50,0.00
24.240,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
24.390,4035.00,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
24.541,3631.50,14.14,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
24.690,3631.50,14.30,0.01,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
24.840,3631.50,14.30,0.00,104.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
24.990,3631.50,14.30,0.00,100.00,107.03,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
25.140,3631.50,14.30,0.00,100.00,101.38,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
25.290,3631.50,14.30,0.00,100.00,101.38,24.00,156.25,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
25.440,3631.50,14.30,0.00,100.00,101.38,24.00,138.04,106.30,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
25.590,3631.50,14.30,0.00,100.00,101.38,24.00,138.04,100.00,93.96,88.50,98.00,14.39,41.50,181.85,20.69,6.00,16.00,-9.00,0.00
