Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)","Target ignition angle from torque intervention","Oil temperature after filter","Boost pressure setpoint","Coordinated target torque on the wheel"
2675.720,1874.00,13.57,1.72,100.00,96.97,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,188.08
2675.960,1874.00,13.57,1.72,100.00,96.97,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2676.200,1872.00,13.57,1.72,100.00,96.97,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2676.440,1872.00,15.36,1.72,100.00,96.97,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2676.680,1872.00,15.36,3.80,100.00,96.97,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2676.920,1872.00,15.36,3.80,144.00,96.97,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2677.160,1872.00,15.36,3.80,144.00,136.34,45.00,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2677.401,1872.00,15.36,3.80,144.00,136.34,62.25,71.64,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2677.640,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,100.00,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2677.880,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.16,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2678.120,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2678.360,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2678.602,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.17,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2678.840,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.00,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2679.080,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,116.57,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2679.320,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,18.88,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2679.560,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2679.801,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2680.040,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,12.00,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2680.280,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2680.520,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2680.760,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,1.17,10.50,91.50,3.02,292.07
2681.001,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,10.50,91.50,3.02,292.07
2681.240,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,3.02,292.07
2681.480,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,3.02,292.07
2681.720,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,292.07
2681.960,1872.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2682.201,1885.00,15.36,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2682.440,1885.00,14.45,3.80,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2682.680,1885.00,14.45,3.38,144.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2682.920,1885.00,14.45,3.38,132.00,136.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2683.160,1885.00,14.45,3.38,132.00,130.34,62.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2683.401,1885.00,14.45,3.38,132.00,130.34,59.25,74.15,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2683.640,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,132.60,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2683.880,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,84.56,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2684.120,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2684.360,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2684.601,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2684.840,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2685.080,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.03,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2685.320,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.34,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2685.560,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2685.801,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,0.99,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2686.040,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,9.75,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2686.280,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2686.520,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2686.760,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2687.001,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2687.240,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2687.480,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.77,255.20
2687.720,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,255.20
2687.960,1885.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2688.200,1883.00,14.45,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2688.440,1883.00,13.76,3.38,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2688.681,1883.00,13.76,3.04,132.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2688.920,1883.00,13.76,3.04,120.00,130.34,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2689.160,1883.00,13.76,3.04,120.00,118.53,59.25,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2689.401,1883.00,13.76,3.04,120.00,118.53,54.75,77.55,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2689.640,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,130.80,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2689.880,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,86.86,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2690.121,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,54.75,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2690.360,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2690.601,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.16,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2690.840,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.50,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2691.080,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,117.57,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2691.320,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,20.01,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2691.560,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2691.801,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.00,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2692.040,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,4.50,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2692.280,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2692.520,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2692.760,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2693.002,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,9.75,91.50,0.01,240.45
2693.240,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.01,240.45
2693.480,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.01,240.45
2693.720,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,240.45
2693.960,1883.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2694.202,1878.00,13.76,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2694.440,1878.00,14.34,3.04,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2694.680,1878.00,14.34,3.28,120.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2694.920,1878.00,14.34,3.28,128.00,118.53,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2695.160,1878.00,14.34,3.28,128.00,131.75,54.75,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2695.401,1878.00,14.34,3.28,128.00,131.75,60.00,79.26,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2695.640,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,121.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2695.880,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,87.06,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2696.121,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,55.50,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2696.360,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2696.601,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.15,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2696.840,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2697.081,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,116.97,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2697.320,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,18.95,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2697.560,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2697.800,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,1.01,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2698.071,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,9.00,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2698.312,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2698.550,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2698.790,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2699.030,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,10.50,91.50,0.85,261.10
2699.270,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,91.50,0.85,261.10
2699.513,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.85,261.10
2699.780,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,261.10
2700.020,1878.00,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2700.260,1886.50,14.34,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2700.502,1886.50,13.57,3.28,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2700.740,1886.50,13.57,2.74,128.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2701.193,1886.50,13.57,2.74,112.00,131.75,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2701.430,1886.50,13.57,2.74,112.00,110.69,60.00,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2701.670,1886.50,13.57,2.74,112.00,110.69,49.50,79.44,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2701.912,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,131.00,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2702.150,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,85.46,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2702.393,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.00,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2702.630,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2702.870,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.14,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2703.113,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2703.350,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.03,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2703.592,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,20.04,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2703.830,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2704.070,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,0.99,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2704.312,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,7.50,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2704.550,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2704.792,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,53.25,0.00,12.00,93.00,0.00,231.59
2705.030,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,12.00,93.00,0.00,231.59
2705.270,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,12.00,93.00,0.00,231.59
2705.512,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,18.00,93.00,0.00,231.59
2705.750,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,18.00,93.00,0.00,231.59
2705.993,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,18.00,93.00,0.00,231.59
2706.230,1886.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,18.00,93.00,0.00,189.55
2706.471,1882.50,13.57,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,18.00,93.00,0.00,189.55
2706.713,1882.50,13.55,2.74,112.00,110.69,49.50,80.36,107.10,86.26,60.75,82.00,14.13,42.00,117.84,18.07,6.00,1.00,15.75,0.00,52.50,0.00,18.00,93.00,0.00,189.55
