Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)","Target ignition angle from torque intervention","Oil temperature after filter","Boost pressure setpoint","Coordinated target torque on the wheel"
0.000,0,0,0,0,0,0,73.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.150,0,0,0,0,0,0,73.26,28.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.300,0,0,0,0,0,0,73.26,28.20,93.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.450,0,0,0,0,0,0,73.26,28.20,93.96,58.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.600,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.749,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0
0.900,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,0,0,0,0,0,0,0,0,0,0,0,0
1.050,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,0,0,0,0,0,0,0,0,0,0,0
1.200,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,0,0,0,0,0,0,0,0,0,0
1.350,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0,0,0,0,0,0,0,0,0
1.500,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,0,0,0,0,0,0,0,0
1.650,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0,0,0,0,0,0,0
1.800,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,0,0,0,0,0,0
1.950,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0,0,0,0,0
2.100,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,0,0,0,0
2.250,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,0,0,0
2.400,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0,0
2.550,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,0
2.700,0,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
2.850,1464.00,0,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.000,1464.00,13.70,0,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.181,1464.00,13.70,0.20,0,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.330,1464.00,13.70,0.20,36.00,0,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.481,1464.00,13.70,0.20,36.00,35.22,0,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.630,1464.00,13.70,0.20,36.00,35.22,22.50,73.26,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.781,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,28.20,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
3.930,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.081,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.230,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.381,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.530,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.681,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,91.76,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.830,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,11.05,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
4.981,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
5.130,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.96,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
5.281,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,18.00,0.00,57.75,0.39,3.75,106.50,0.00,28.03
5.462,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,3.75,106.50,0.00,28.03
5.610,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,3.75,106.50,0.00,28.03
5.762,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,3.75,106.50,0.00,28.03
5.910,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,3.75,106.50,0.00,28.03
6.062,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,28.03
6.210,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,28.03
6.362,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,28.03
6.510,1464.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
6.662,1472.00,13.70,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
6.810,1472.00,13.91,0.20,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
6.960,1472.00,13.91,0.71,36.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
7.110,1472.00,13.91,0.71,20.00,35.22,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
7.262,1472.00,13.91,0.71,20.00,17.06,22.50,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
7.410,1472.00,13.91,0.71,20.00,17.06,11.25,73.35,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
7.562,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,45.90,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
7.711,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.96,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
7.861,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.010,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.162,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.310,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.462,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,90.88,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.610,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,18.45,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.760,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
8.910,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,0.98,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
9.062,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,17.25,0.00,57.75,0.39,18.75,106.50,0.00,179.23
9.210,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,18.75,106.50,0.00,179.23
9.362,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,18.75,106.50,0.00,179.23
9.511,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,18.75,106.50,0.00,179.23
9.662,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,18.75,106.50,0.00,179.23
9.810,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,179.23
9.962,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,179.23
10.110,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,179.23
10.260,1472.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
10.410,1347.00,13.91,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
10.590,1347.00,13.66,0.71,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
10.740,1347.00,13.66,0.16,20.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
10.890,1347.00,13.66,0.16,36.00,17.06,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.040,1347.00,13.66,0.16,36.00,33.47,11.25,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.190,1347.00,13.66,0.16,36.00,33.47,13.50,72.34,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.340,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,19.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.490,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.56,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.640,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.790,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
11.940,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
12.090,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
12.240,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,87.95,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
12.390,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,6.79,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
12.540,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,6.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
12.690,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,5.55,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
12.840,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,-18.75,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
13.020,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
13.172,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
13.320,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.39,-18.75,106.50,0.00,-36.88
13.472,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,-18.75,106.50,0.00,-36.88
13.620,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,-36.88
13.772,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,-36.88
13.920,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,-36.88
14.072,1347.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
14.220,2826.00,13.66,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
14.372,2826.00,14.09,0.16,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
14.520,2826.00,14.09,3.44,36.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
14.672,2826.00,14.09,3.44,200.00,33.47,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
14.820,2826.00,14.09,3.44,200.00,200.59,13.50,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
14.972,2826.00,14.09,3.44,200.00,200.59,60.00,72.55,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
15.120,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,35.30,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
15.272,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,93.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
15.420,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
15.572,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
15.720,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
15.872,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.020,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,83.19,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.173,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,16.80,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.320,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.472,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,0.89,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.620,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,22.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.772,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
16.920,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,57.75,0.00,27.00,106.50,0.00,542.85
17.070,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,0.00,27.00,106.50,0.00,542.85
17.220,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,27.00,106.50,0.00,542.85
17.372,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,542.85
17.520,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,542.85
17.672,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,542.85
17.820,2826.00,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
17.972,2454.50,14.09,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
18.150,2454.50,13.70,3.44,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
18.300,2454.50,13.70,1.05,200.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
18.450,2454.50,13.70,1.05,40.00,200.59,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
18.600,2454.50,13.70,1.05,40.00,41.19,60.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
18.750,2454.50,13.70,1.05,40.00,41.19,15.00,71.76,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
18.900,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,211.00,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.050,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,92.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.200,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,58.50,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.350,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.500,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.42,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.650,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.800,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,91.91,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
19.950,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,21.05,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
20.100,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,5.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
20.250,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,1.03,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
