Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)"
34.500,2031.50,13.51,0.52,60.00,61.00,22.50,53.15,53.90,89.96,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
34.652,2031.50,13.51,0.52,60.00,61.00,26.25,53.15,53.90,89.96,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
34.800,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,53.90,89.96,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
34.950,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.96,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
35.100,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
35.252,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
35.400,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
35.552,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
35.700,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,60.13,17.74,5.00,0.92,25.50,0.00,42.75,0.00
35.852,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,17.74,5.00,0.92,25.50,0.00,42.75,0.00
36.000,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.92,25.50,0.00,42.75,0.00
36.152,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.92,25.50,0.00,42.75,0.00
36.300,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,25.50,0.00,42.75,0.00
36.452,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.75,0.00
36.600,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.75,0.00
36.752,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
36.900,2031.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.052,2111.50,13.51,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.200,2111.50,13.53,0.52,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.352,2111.50,13.53,0.43,60.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.500,2111.50,13.53,0.43,44.00,61.00,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.652,2111.50,13.53,0.43,44.00,46.03,26.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.800,2111.50,13.53,0.43,44.00,46.03,20.25,52.44,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
37.952,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,63.50,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
38.100,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.36,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
38.250,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
38.400,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
38.552,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
38.700,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
38.852,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.49,13.78,5.00,0.98,24.75,0.00,42.00,0.00
39.000,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,13.78,5.00,0.98,24.75,0.00,42.00,0.00
39.152,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,0.98,24.75,0.00,42.00,0.00
39.300,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,0.98,24.75,0.00,42.00,0.00
39.452,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
39.600,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
39.752,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
39.900,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.052,2111.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.200,2134.50,13.53,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.352,2134.50,13.55,0.43,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.500,2134.50,13.55,0.42,44.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.652,2134.50,13.55,0.42,64.00,46.03,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.800,2134.50,13.55,0.42,64.00,61.88,20.25,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
40.952,2134.50,13.55,0.42,64.00,61.88,24.75,52.26,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
41.100,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,48.60,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
41.280,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,89.66,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
41.430,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
41.580,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
41.730,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
41.880,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
42.030,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,63.85,14.20,5.00,1.01,24.75,0.00,42.00,0.00
42.180,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,14.20,5.00,1.01,24.75,0.00,42.00,0.00
42.330,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.01,24.75,0.00,42.00,0.00
42.480,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.01,24.75,0.00,42.00,0.00
42.630,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,24.75,0.00,42.00,0.00
42.780,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
42.930,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.080,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.230,2134.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.380,2105.50,13.55,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.530,2105.50,13.65,0.42,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.680,2105.50,13.65,0.47,64.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.830,2105.50,13.65,0.47,40.00,61.88,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
43.980,2105.50,13.65,0.47,40.00,32.97,24.75,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
44.130,2105.50,13.65,0.47,40.00,32.97,13.50,52.05,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
44.280,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,63.10,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
44.430,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.26,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
44.580,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
44.730,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,83.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
44.880,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
45.030,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
45.180,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,65.17,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
45.330,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.81,5.00,1.29,-16.50,0.00,42.00,0.00
45.480,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,1.29,-16.50,0.00,42.00,0.00
45.630,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,1.29,-16.50,0.00,42.00,0.00
45.780,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-16.50,0.00,42.00,0.00
45.930,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.00,0.00
46.080,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.00,0.00
46.230,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
46.380,2105.50,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
46.530,2039.00,13.65,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
46.680,2039.00,13.37,0.47,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
46.830,2039.00,13.37,0.35,40.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
46.980,2039.00,13.37,0.35,92.00,32.97,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
47.130,2039.00,13.37,0.35,92.00,92.34,13.50,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
47.280,2039.00,13.37,0.35,92.00,92.34,36.75,51.95,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
47.430,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,33.00,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
47.580,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,90.86,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
47.730,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
47.880,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
48.030,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
48.180,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
48.330,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,63.45,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
48.480,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,10.67,5.00,0.96,-15.00,0.00,42.75,0.00
48.630,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.96,-15.00,0.00,42.75,0.00
48.780,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.96,-15.00,0.00,42.75,0.00
48.960,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,-15.00,0.00,42.75,0.00
49.110,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.75,0.00
49.260,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.75,0.00
49.410,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
49.561,2039.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
49.710,1753.00,13.37,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
49.861,1753.00,13.75,0.35,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.010,1753.00,13.75,1.85,92.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.161,1753.00,13.75,1.85,88.00,92.34,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.310,1753.00,13.75,1.85,88.00,84.84,36.75,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.461,1753.00,13.75,1.85,88.00,84.84,42.00,51.74,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.610,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,95.90,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.761,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.46,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
50.911,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.75,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
51.061,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
51.210,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
51.361,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
51.510,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,66.00,18.24,5.00,0.98,23.25,0.00,42.00,0.00
51.660,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,72.37,18.24,5.00,0.98,23.25,0.00,42.00,0.00
51.810,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,72.37,18.30,5.00,0.98,23.25,0.00,42.00,0.00
51.961,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,72.37,18.30,6.00,0.98,23.25,0.00,42.00,0.00
52.110,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,72.37,18.30,6.00,1.00,23.25,0.00,42.00,0.00
52.261,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,72.37,18.30,6.00,1.00,7.50,0.00,42.00,0.00
52.410,1753.00,13.75,1.85,88.00,84.84,42.00,52.75,85.80,91.96,42.00,84.00,14.25,35.50,72.37,18.30,6.00,1.00,7.50,0.00,42.00,0.00
