Time,"Engine speed","Air mass flow","Relative air filling","Boost pressure","Intake air temperature","Intake air temperature before throttle valve, measured","Ambient pressure"
377.702,1956.00,72.00,30.75,0.56,44.25,84.04,14.18
377.942,1956.00,28.00,30.75,0.56,44.25,84.04,14.18
378.182,1956.00,28.00,12.75,0.56,44.25,84.04,14.18
378.423,1956.00,28.00,12.75,0.34,44.25,84.04,14.18
378.662,1956.00,28.00,12.75,0.34,44.25,84.04,14.18
378.904,1956.00,28.00,12.75,0.34,44.25,82.54,14.18
379.142,1956.00,28.00,12.75,0.34,44.25,82.54,14.18
379.382,1947.00,28.00,12.75,0.34,44.25,82.54,14.18
379.622,1947.00,28.00,12.75,0.34,44.25,82.54,14.18
379.862,1947.00,28.00,12.75,0.34,44.25,82.54,14.18
380.102,1947.00,28.00,12.75,0.25,44.25,82.54,14.18
380.342,1947.00,28.00,12.75,0.25,44.25,82.54,14.18
380.582,1947.00,28.00,12.75,0.25,44.25,81.86,14.18
380.822,1947.00,28.00,12.75,0.25,44.25,81.86,14.18
381.062,1936.00,28.00,12.75,0.25,44.25,81.86,14.18
381.302,1936.00,28.00,12.75,0.25,44.25,81.86,14.18
381.542,1936.00,28.00,12.75,0.25,44.25,81.86,14.18
381.782,1936.00,28.00,12.75,0.22,44.25,81.86,14.18
382.023,1936.00,28.00,12.75,0.22,44.25,81.86,14.18
382.262,1936.00,28.00,12.75,0.22,44.25,80.94,14.18
382.502,1936.00,28.00,12.75,0.22,44.25,80.94,14.19
382.742,1925.50,28.00,12.75,0.22,44.25,80.94,14.19
382.982,1925.50,24.00,12.75,0.22,44.25,80.94,14.19
383.223,1925.50,24.00,15.75,0.22,44.25,80.94,14.19
383.462,1925.50,24.00,15.75,0.18,44.25,80.94,14.19
383.702,1925.50,24.00,15.75,0.18,44.25,80.94,14.19
383.942,1925.50,24.00,15.75,0.18,44.25,80.24,14.19
384.182,1925.50,24.00,15.75,0.18,44.25,80.24,14.19
384.423,1973.50,24.00,15.75,0.18,44.25,80.24,14.19
384.662,1973.50,36.00,15.75,0.18,44.25,80.24,14.19
384.902,1973.50,36.00,12.00,0.18,44.25,80.24,14.19
385.142,1973.50,36.00,12.00,0.62,44.25,80.24,14.19
385.382,1973.50,36.00,12.00,0.62,44.25,80.24,14.19
385.623,1973.50,36.00,12.00,0.62,44.25,78.86,14.19
385.861,1973.50,36.00,12.00,0.62,44.25,78.86,14.19
386.102,1964.00,36.00,12.00,0.62,44.25,78.86,14.19
386.342,1964.00,28.00,12.00,0.62,44.25,78.86,14.19
386.582,1964.00,28.00,24.75,0.62,44.25,78.86,14.19
386.823,1964.00,28.00,24.75,0.31,44.25,78.86,14.19
387.062,1964.00,28.00,24.75,0.31,44.25,78.86,14.19
387.302,1964.00,28.00,24.75,0.31,44.25,78.15,14.19
387.542,1964.00,28.00,24.75,0.31,44.25,78.15,14.19
387.781,2001.00,28.00,24.75,0.31,44.25,78.15,14.19
388.023,2001.00,80.00,24.75,0.31,44.25,78.15,14.19
388.262,2001.00,80.00,15.00,0.31,44.25,78.15,14.19
388.502,2001.00,80.00,15.00,0.81,44.25,78.15,14.19
388.742,2001.00,80.00,15.00,0.81,44.25,78.15,14.19
388.982,2001.00,80.00,15.00,0.81,44.25,76.96,14.19
389.222,2001.00,80.00,15.00,0.81,44.25,76.96,14.20
389.462,2013.00,80.00,15.00,0.81,44.25,76.96,14.20
389.702,2013.00,52.00,15.00,0.81,44.25,76.96,14.20
389.942,2013.00,52.00,12.75,0.81,44.25,76.96,14.20
390.181,2013.00,52.00,12.75,0.45,44.25,76.96,14.20
390.422,2013.00,52.00,12.75,0.45,44.25,76.96,14.20
390.662,2013.00,52.00,12.75,0.45,44.25,76.26,14.20
390.902,2013.00,52.00,12.75,0.45,44.25,76.26,14.20
391.142,2004.00,52.00,12.75,0.45,44.25,76.26,14.20
391.382,2004.00,32.00,12.75,0.45,44.25,76.26,14.20
391.622,2004.00,32.00,13.50,0.45,44.25,76.26,14.20
391.862,2004.00,32.00,13.50,0.30,44.25,76.26,14.20
392.102,2004.00,32.00,13.50,0.30,44.25,76.26,14.20
392.344,2004.00,32.00,13.50,0.30,44.25,75.95,14.20
392.582,2004.00,32.00,13.50,0.30,44.25,75.95,14.20
392.823,2021.00,32.00,13.50,0.30,44.25,75.95,14.20
393.062,2021.00,96.00,13.50,0.30,44.25,75.95,14.20
393.302,2021.00,96.00,48.00,0.30,44.25,75.95,14.20
393.542,2021.00,96.00,48.00,1.32,44.25,75.95,14.20
393.782,2021.00,96.00,48.00,1.32,44.25,75.95,14.20
394.023,2021.00,96.00,48.00,1.32,44.25,75.15,14.20
394.262,2021.00,96.00,48.00,1.32,44.25,75.15,14.21
394.502,2066.00,96.00,48.00,1.32,44.25,75.15,14.21
394.742,2066.00,28.00,48.00,1.32,44.25,75.15,14.21
394.982,2066.00,28.00,12.75,1.32,44.25,75.15,14.21
395.223,2066.00,28.00,12.75,1.00,44.25,75.15,14.21
395.462,2066.00,28.00,12.75,1.00,43.50,75.15,14.21
395.702,2066.00,28.00,12.75,1.00,43.50,74.55,14.21
395.944,2066.00,28.00,12.75,1.00,43.50,74.55,14.21
396.182,2036.50,28.00,12.75,1.00,43.50,74.55,14.21
396.423,2036.50,32.00,12.75,1.00,43.50,74.55,14.21
396.662,2036.50,32.00,13.50,1.00,43.50,74.55,14.21
396.902,2036.50,32.00,13.50,0.49,43.50,74.55,14.21
397.142,2036.50,32.00,13.50,0.49,44.25,74.55,14.21
397.382,2036.50,32.00,13.50,0.49,44.25,74.76,14.21
397.623,2036.50,32.00,13.50,0.49,44.25,74.76,14.21
397.862,2037.50,32.00,13.50,0.49,44.25,74.76,14.21
398.102,2037.50,28.00,13.50,0.49,44.25,74.76,14.21
398.342,2037.50,28.00,12.75,0.49,44.25,74.76,14.21
398.582,2037.50,28.00,12.75,0.29,44.25,74.76,14.21
398.823,2037.50,28.00,12.75,0.29,44.25,74.76,14.21
399.062,2037.50,28.00,12.75,0.29,44.25,74.76,14.21
399.302,2037.50,28.00,12.75,0.29,44.25,74.76,14.21
399.542,2035.00,28.00,12.75,0.29,44.25,74.76,14.21
399.782,2035.00,28.00,12.75,0.29,44.25,74.76,14.21
400.023,2035.00,28.00,12.75,0.29,44.25,74.76,14.21
400.262,2035.00,28.00,12.75,0.21,44.25,74.76,14.21
400.502,2035.00,28.00,12.75,0.21,44.25,74.76,14.21
400.742,2035.00,28.00,12.75,0.21,44.25,74.45,14.21
400.982,2035.00,28.00,12.75,0.21,44.25,74.45,14.22
401.223,2031.50,28.00,12.75,0.21,44.25,74.45,14.22
401.462,2031.50,28.00,12.75,0.21,44.25,74.45,14.22
401.702,2031.50,28.00,12.75,0.21,44.25,74.45,14.22
401.942,2031.50,28.00,12.75,0.18,44.25,74.45,14.22
402.182,2031.50,28.00,12.75,0.18,44.25,74.45,14.22
402.422,2031.50,28.00,12.75,0.18,44.25,74.15,14.22
402.662,2031.50,28.00,12.75,0.18,44.25,74.15,14.22
402.902,2027.50,28.00,12.75,0.18,44.25,74.15,14.22
403.142,2027.50,28.00,12.75,0.18,44.25,74.15,14.22
403.382,2027.50,28.00,12.75,0.18,44.25,74.15,14.22
403.623,2027.50,28.00,12.75,0.18,44.25,74.15,14.22
403.862,2027.50,28.00,12.75,0.18,44.25,74.15,14.22
404.102,2027.50,28.00,12.75,0.18,44.25,73.75,14.22
404.342,2027.50,28.00,12.75,0.18,44.25,73.75,14.22
404.582,2031.50,28.00,12.75,0.18,44.25,73.75,14.22
404.823,2031.50,28.00,12.75,0.18,44.25,73.75,14.22
405.062,2031.50,28.00,12.75,0.18,44.25,73.75,14.22
405.302,2031.50,28.00,12.75,0.18,44.25,73.75,14.22
405.542,2031.50,28.00,12.75,0.18,44.25,73.75,14.22
405.782,2031.50,28.00,12.75,0.18,44.25,73.35,14.22
406.022,2031.50,28.00,12.75,0.18,44.25,73.35,14.23
406.262,2034.00,28.00,12.75,0.18,44.25,73.35,14.23
406.502,2034.00,28.00,12.75,0.18,44.25,73.35,14.23
406.742,2034.00,28.00,12.75,0.18,44.25,73.35,14.23
406.982,2034.00,28.00,12.75,0.19,44.25,73.35,14.23
407.223,2034.00,28.00,12.75,0.19,44.25,73.35,14.23
407.462,2034.00,28.00,12.75,0.19,44.25,73.05,14.23
407.702,2034.00,28.00,12.75,0.19,44.25,73.05,14.23
407.941,2026.50,28.00,12.75,0.19,44.25,73.05,14.23
408.182,2026.50,32.00,12.75,0.19,44.25,73.05,14.23
408.423,2026.50,32.00,14.25,0.19,44.25,73.05,14.23
408.662,2026.50,32.00,14.25,0.20,44.25,73.05,14.23
408.904,2026.50,32.00,14.25,0.20,44.25,73.05,14.23
409.142,2026.50,32.00,14.25,0.20,44.25,72.65,14.23
409.382,2026.50,32.00,14.25,0.20,44.25,72.65,14.23
409.622,2023.50,32.00,14.25,0.20,44.25,72.65,14.23
409.862,2023.50,44.00,14.25,0.20,44.25,72.65,14.23
410.102,2023.50,44.00,20.25,0.20,44.25,72.65,14.23
410.342,2023.50,44.00,20.25,0.24,44.25,72.65,14.23
410.582,2023.50,44.00,20.25,0.24,44.25,72.65,14.23
410.823,2023.50,44.00,20.25,0.24,44.25,72.15,14.23
411.062,2023.50,44.00,20.25,0.24,44.25,72.15,14.23
411.303,2023.00,44.00,20.25,0.24,44.25,72.15,14.23
411.542,2023.00,56.00,20.25,0.24,44.25,72.15,14.23
411.782,2023.00,56.00,24.75,0.24,44.25,72.15,14.23
412.023,2023.00,56.00,24.75,0.44,44.25,72.15,14.23
412.292,2023.00,56.00,24.75,0.44,44.25,72.15,14.23
412.534,2023.00,56.00,24.75,0.44,44.25,71.24,14.23
412.772,2023.00,56.00,24.75,0.44,44.25,71.24,14.24
413.012,2031.50,56.00,24.75,0.44,44.25,71.24,14.24
413.252,2031.50,48.00,24.75,0.44,44.25,71.24,14.24
413.492,2031.50,48.00,21.75,0.44,44.25,71.24,14.24
413.734,2031.50,48.00,21.75,0.45,44.25,71.24,14.24
413.972,2031.50,48.00,21.75,0.45,43.50,71.24,14.24
414.214,2031.50,48.00,21.75,0.45,43.50,70.54,14.24
414.452,2031.50,48.00,21.75,0.45,43.50,70.54,14.24
414.692,2044.00,48.00,21.75,0.45,43.50,70.54,14.24
414.934,2044.00,48.00,21.75,0.45,43.50,70.54,14.24
415.172,2044.00,48.00,21.75,0.45,43.50,70.54,14.24
415.442,2044.00,48.00,21.75,0.40,43.50,70.54,14.24
415.682,2044.00,48.00,21.75,0.40,43.50,70.54,14.24
415.923,2044.00,48.00,21.75,0.40,43.50,70.14,14.24
416.192,2044.00,48.00,21.75,0.40,43.50,70.14,14.24
416.432,2024.50,48.00,21.75,0.40,43.50,70.14,14.24
416.672,2024.50,36.00,21.75,0.40,43.50,70.14,14.24
416.914,2024.50,36.00,16.50,0.40,43.50,70.14,14.24
417.152,2024.50,36.00,16.50,0.33,43.50,70.14,14.24
417.392,2024.50,36.00,16.50,0.33,43.50,70.14,14.24
417.634,2024.50,36.00,16.50,0.33,43.50,69.95,14.24
417.872,2024.50,36.00,16.50,0.33,43.50,69.95,14.25
418.114,2035.50,36.00,16.50,0.33,43.50,69.95,14.25
418.352,2035.50,36.00,16.50,0.33,43.50,69.95,14.25
418.592,2035.50,36.00,17.25,0.33,43.50,69.95,14.25
418.834,2035.50,36.00,17.25,0.30,43.50,69.95,14.25
419.072,2035.50,36.00,17.25,0.30,44.25,69.95,14.25
419.314,2035.50,36.00,17.25,0.30,44.25,69.86,14.25
419.552,2035.50,36.00,17.25,0.30,44.25,69.86,14.25
419.792,2030.00,36.00,17.25,0.30,44.25,69.86,14.25
420.035,2030.00,40.00,17.25,0.30,44.25,69.86,14.25
420.272,2030.00,40.00,18.00,0.30,44.25,69.86,14.25
420.512,2030.00,40.00,18.00,0.31,44.25,69.86,14.25
420.752,2030.00,40.00,18.00,0.31,44.25,69.86,14.25
420.992,2030.00,40.00,18.00,0.31,44.25,69.55,14.25
421.232,2030.00,40.00,18.00,0.31,44.25,69.55,14.25
421.534,2024.50,40.00,18.00,0.31,44.25,69.55,14.25
421.772,2024.50,28.00,18.00,0.31,44.25,69.55,14.25
422.014,2024.50,28.00,15.00,0.31,44.25,69.55,14.25
422.252,2024.50,28.00,15.00,0.45,44.25,69.55,14.25
422.492,2024.50,28.00,15.00,0.45,44.25,69.55,14.25
422.732,2024.50,28.00,15.00,0.45,44.25,69.25,14.25
423.002,2024.50,28.00,15.00,0.45,44.25,69.25,14.25
423.242,3090.50,28.00,15.00,0.45,44.25,69.25,14.25
423.482,3090.50,64.00,15.00,0.45,44.25,69.25,14.25
423.723,3090.50,64.00,17.25,0.45,44.25,69.25,14.25
423.962,3090.50,64.00,17.25,1.33,44.25,69.25,14.25
424.202,3090.50,64.00,17.25,1.33,44.25,69.25,14.25
424.442,3090.50,64.00,17.25,1.33,44.25,68.85,14.25
424.682,3090.50,64.00,17.25,1.33,44.25,68.85,14.26
424.952,3962.50,64.00,17.25,1.33,44.25,68.85,14.26
425.192,3962.50,84.00,17.25,1.33,44.25,68.85,14.26
425.433,3962.50,84.00,26.25,1.33,44.25,68.85,14.26
425.672,3962.50,84.00,26.25,1.42,44.25,68.85,14.26
425.912,3962.50,84.00,26.25,1.42,44.25,68.85,14.26
426.182,3962.50,84.00,26.25,1.42,44.25,68.76,14.26
426.423,3962.50,84.00,26.25,1.42,44.25,68.76,14.26
426.662,4032.00,84.00,26.25,1.42,44.25,68.76,14.26
426.902,4032.00,188.00,26.25,1.42,44.25,68.76,14.26
427.142,4032.00,188.00,36.00,1.42,44.25,68.76,14.26
427.382,4032.00,188.00,36.00,3.61,44.25,68.76,14.26
427.623,4032.00,188.00,36.00,3.61,44.25,68.76,14.26
427.862,4032.00,188.00,36.00,3.61,44.25,69.46,14.26
428.102,4032.00,188.00,36.00,3.61,44.25,69.46,14.26
428.342,4101.50,188.00,36.00,3.61,44.25,69.46,14.26
428.582,4101.50,156.00,36.00,3.61,44.25,69.46,14.26
428.823,4101.50,156.00,19.50,3.61,44.25,69.46,14.26
429.062,4101.50,156.00,19.50,2.56,44.25,69.46,14.26
429.302,4101.50,156.00,19.50,2.56,44.25,69.46,14.26
429.542,4101.50,156.00,19.50,2.56,44.25,71.15,14.26
429.782,4101.50,156.00,19.50,2.56,44.25,71.15,14.27
430.023,4006.00,156.00,19.50,2.56,44.25,71.15,14.27
430.262,4006.00,112.00,19.50,2.56,44.25,71.15,14.27
430.502,4006.00,112.00,24.00,2.56,44.25,71.15,14.27
430.743,4006.00,112.00,24.00,1.70,44.25,71.15,14.27
430.982,4006.00,112.00,24.00,1.70,44.25,71.15,14.27
431.224,4006.00,112.00,24.00,1.70,44.25,71.94,14.27
431.462,4006.00,112.00,24.00,1.70,44.25,71.94,14.27
431.703,3982.00,112.00,24.00,1.70,44.25,71.94,14.27
431.944,3982.00,100.00,24.00,1.70,44.25,71.94,14.27
432.182,3982.00,100.00,23.25,1.70,44.25,71.94,14.27
432.423,3982.00,100.00,23.25,1.55,44.25,71.94,14.27
432.662,3982.00,100.00,23.25,1.55,44.25,71.94,14.27
432.902,3982.00,100.00,23.25,1.55,44.25,71.85,14.27
433.142,3982.00,100.00,23.25,1.55,44.25,71.85,14.27
433.382,3946.00,100.00,23.25,1.55,44.25,71.85,14.27
433.623,3946.00,168.00,23.25,1.55,44.25,71.85,14.27
433.862,3946.00,168.00,48.00,1.55,44.25,71.85,14.27
434.103,3946.00,168.00,48.00,3.69,44.25,71.85,14.27
434.342,3946.00,168.00,48.00,3.69,44.25,71.85,14.27
434.582,3946.00,168.00,48.00,3.69,44.25,71.76,14.27
434.822,3946.00,168.00,48.00,3.69,44.25,71.76,14.27
435.062,3115.50,168.00,48.00,3.69,44.25,71.76,14.27
435.302,3115.50,72.00,48.00,3.69,44.25,71.76,14.27
435.542,3115.50,72.00,21.00,3.69,44.25,71.76,14.27
435.782,3115.50,72.00,21.00,1.84,44.25,71.76,14.27
436.023,3115.50,72.00,21.00,1.84,45.00,71.76,14.27
436.262,3115.50,72.00,21.00,1.84,45.00,73.05,14.27
436.502,3115.50,72.00,21.00,1.84,45.00,73.05,14.28
436.742,2554.00,72.00,21.00,1.84,45.00,73.05,14.28
436.982,2554.00,68.00,21.00,1.84,45.00,73.05,14.28
437.224,2554.00,68.00,24.75,1.84,45.00,73.05,14.28
437.462,2554.00,68.00,24.75,0.90,45.00,73.05,14.28
437.703,2554.00,68.00,24.75,0.90,45.00,73.05,14.28
437.942,2554.00,68.00,24.75,0.90,45.00,73.26,14.28
438.182,2554.00,68.00,24.75,0.90,45.00,73.26,14.28
438.423,2028.00,68.00,24.75,0.90,45.00,73.26,14.28
438.662,2028.00,68.00,24.75,0.90,45.00,73.26,14.28
438.902,2028.00,68.00,32.25,0.90,45.00,73.26,14.28
439.143,2028.00,68.00,32.25,0.72,45.00,73.26,14.28
439.382,2028.00,68.00,32.25,0.72,45.00,73.26,14.28
439.624,2028.00,68.00,32.25,0.72,45.00,72.55,14.28
439.862,2028.00,68.00,32.25,0.72,45.00,72.55,14.28
440.102,2012.00,68.00,32.25,0.72,45.00,72.55,14.28
440.342,2012.00,84.00,32.25,0.72,45.00,72.55,14.28
440.582,2012.00,84.00,35.25,0.72,45.00,72.55,14.28
440.822,2012.00,84.00,35.25,1.13,45.00,72.55,14.28
441.062,2012.00,84.00,35.25,1.13,45.00,72.55,14.28
441.302,2012.00,84.00,35.25,1.13,45.00,71.45,14.28
441.543,2012.00,84.00,35.25,1.13,45.00,71.45,14.28
441.782,2022.50,84.00,35.25,1.13,45.00,71.45,14.28
442.023,2022.50,80.00,35.25,1.13,45.00,71.45,14.28
442.262,2022.50,80.00,34.50,1.13,45.00,71.45,14.28
442.502,2022.50,80.00,34.50,1.18,45.00,71.45,14.28
442.743,2022.50,80.00,34.50,1.18,45.00,71.45,14.28
442.982,2022.50,80.00,34.50,1.18,45.00,70.75,14.28
443.224,2022.50,80.00,34.50,1.18,45.00,70.75,14.28
443.462,2024.50,80.00,34.50,1.18,45.00,70.75,14.28
443.702,2024.50,76.00,34.50,1.18,45.00,70.75,14.28
443.942,2024.50,76.00,33.00,1.18,45.00,70.75,14.28
444.182,2024.50,76.00,33.00,1.05,45.00,70.75,14.28
444.424,2024.50,76.00,33.00,1.05,45.00,70.75,14.28
444.663,2024.50,76.00,33.00,1.05,45.00,70.35,14.28
444.902,2024.50,76.00,33.00,1.05,45.00,70.35,14.28
445.142,2036.00,76.00,33.00,1.05,45.00,70.35,14.28
445.382,2036.00,68.00,33.00,1.05,45.00,70.35,14.28
445.622,2036.00,68.00,30.00,1.05,45.00,70.35,14.28
445.862,2036.00,68.00,30.00,0.87,45.00,70.35,14.28
446.102,2036.00,68.00,30.00,0.87,45.00,70.35,14.28
446.342,2036.00,68.00,30.00,0.87,45.00,69.86,14.28
446.583,2036.00,68.00,30.00,0.87,45.00,69.86,14.29
446.824,2040.50,68.00,30.00,0.87,45.00,69.86,14.29
447.062,2040.50,64.00,30.00,0.87,45.00,69.86,14.29
447.302,2040.50,64.00,28.50,0.87,45.00,69.86,14.29
447.550,2040.50,64.00,28.50,0.75,45.00,69.86,14.29
447.782,2040.50,64.00,28.50,0.75,45.00,69.86,14.29
