Time,"Engine speed","Air mass flow","Relative air filling","Boost pressure","Intake air temperature","Intake air temperature before throttle valve, measured","Ambient pressure"
276.031,2995.50,64.00,20.25,0.88,41.25,67.14,14.23
276.271,2995.50,64.00,20.25,0.88,41.25,67.14,14.23
276.511,2991.00,64.00,20.25,0.88,41.25,67.14,14.23
276.751,2991.00,100.00,20.25,0.88,41.25,67.14,14.23
276.991,2991.00,100.00,30.00,0.88,41.25,67.14,14.23
277.233,2991.00,100.00,30.00,1.17,41.25,67.14,14.23
277.471,2991.00,100.00,30.00,1.17,41.25,67.14,14.23
277.713,2991.00,100.00,30.00,1.17,41.25,66.74,14.23
277.951,2991.00,100.00,30.00,1.17,41.25,66.74,14.23
278.191,3040.00,100.00,30.00,1.17,41.25,66.74,14.23
278.434,3040.00,108.00,30.00,1.17,41.25,66.74,14.23
278.671,3040.00,108.00,19.50,1.17,41.25,66.74,14.23
278.913,3040.00,108.00,19.50,1.30,41.25,66.74,14.23
279.151,3040.00,108.00,19.50,1.30,41.25,66.74,14.23
279.392,3040.00,108.00,19.50,1.30,41.25,66.46,14.23
279.634,3040.00,108.00,19.50,1.30,41.25,66.46,14.23
279.871,2955.50,108.00,19.50,1.30,41.25,66.46,14.23
280.113,2955.50,64.00,19.50,1.30,41.25,66.46,14.23
280.351,2955.50,64.00,18.00,1.30,41.25,66.46,14.23
280.591,2955.50,64.00,18.00,0.81,41.25,66.46,14.23
280.834,2955.50,64.00,18.00,0.81,41.25,66.46,14.23
281.071,2955.50,64.00,18.00,0.81,41.25,66.34,14.23
281.311,2955.50,64.00,18.00,0.81,41.25,66.34,14.23
281.551,2953.50,64.00,18.00,0.81,41.25,66.34,14.23
281.791,2953.50,132.00,18.00,0.81,41.25,66.34,14.23
282.034,2953.50,132.00,39.00,0.81,41.25,66.34,14.23
282.271,2953.50,132.00,39.00,2.12,41.25,66.34,14.23
282.514,2953.50,132.00,39.00,2.12,41.25,66.34,14.23
282.751,2953.50,132.00,39.00,2.12,41.25,66.15,14.23
282.991,2953.50,132.00,39.00,2.12,41.25,66.15,14.23
283.233,3011.00,132.00,39.00,2.12,41.25,66.15,14.23
283.471,3011.00,120.00,39.00,2.12,41.25,66.15,14.23
283.711,3011.00,120.00,35.25,2.12,41.25,66.15,14.23
283.951,3011.00,120.00,35.25,2.15,41.25,66.15,14.23
284.191,3011.00,120.00,35.25,2.15,41.25,66.15,14.23
284.431,3011.00,120.00,35.25,2.15,41.25,66.55,14.23
284.673,3011.00,120.00,35.25,2.15,41.25,66.55,14.23
284.914,3037.00,120.00,35.25,2.15,41.25,66.55,14.23
285.151,3037.00,120.00,35.25,2.15,41.25,66.55,14.23
285.391,3037.00,120.00,33.75,2.15,41.25,66.55,14.23
285.634,3037.00,120.00,33.75,1.93,41.25,66.55,14.23
285.871,3037.00,120.00,33.75,1.93,41.25,66.55,14.23
286.111,3037.00,120.00,33.75,1.93,41.25,67.14,14.23
286.351,3037.00,120.00,33.75,1.93,41.25,67.14,14.23
286.592,3046.50,120.00,33.75,1.93,41.25,67.14,14.23
286.834,3046.50,108.00,33.75,1.93,41.25,67.14,14.23
287.071,3046.50,108.00,30.75,1.93,41.25,67.14,14.23
287.314,3046.50,108.00,30.75,1.67,41.25,67.14,14.23
287.551,3046.50,108.00,30.75,1.67,41.25,67.14,14.23
287.792,3046.50,108.00,30.75,1.67,41.25,67.35,14.23
288.032,3046.50,108.00,30.75,1.67,41.25,67.35,14.23
288.271,3073.00,108.00,30.75,1.67,41.25,67.35,14.23
288.511,3073.00,108.00,30.75,1.67,41.25,67.35,14.23
288.751,3073.00,108.00,31.50,1.67,41.25,67.35,14.23
288.991,3073.00,108.00,31.50,1.77,41.25,67.35,14.23
289.233,3073.00,108.00,31.50,1.77,41.25,67.35,14.23
289.471,3073.00,108.00,31.50,1.77,41.25,67.35,14.23
289.713,3073.00,108.00,31.50,1.77,41.25,67.35,14.23
289.951,3089.50,108.00,31.50,1.77,41.25,67.35,14.23
290.191,3089.50,64.00,31.50,1.77,41.25,67.35,14.23
290.431,3089.50,64.00,24.00,1.77,41.25,67.35,14.23
290.672,3089.50,64.00,24.00,1.04,41.25,67.35,14.23
290.913,3089.50,64.00,24.00,1.04,41.25,67.35,14.23
291.152,3089.50,64.00,24.00,1.04,41.25,67.35,14.23
291.392,3089.50,64.00,24.00,1.04,41.25,67.35,14.23
291.634,2972.50,64.00,24.00,1.04,41.25,67.35,14.23
291.871,2972.50,80.00,24.00,1.04,41.25,67.35,14.23
292.113,2972.50,80.00,23.25,1.04,41.25,67.35,14.23
292.352,2972.50,80.00,23.25,0.96,41.25,67.35,14.23
292.591,2972.50,80.00,23.25,0.96,41.25,67.35,14.23
292.831,2972.50,80.00,23.25,0.96,41.25,67.05,14.23
293.072,2972.50,80.00,23.25,0.96,41.25,67.05,14.23
293.313,2881.00,80.00,23.25,0.96,41.25,67.05,14.23
293.551,2881.00,76.00,23.25,0.96,41.25,67.05,14.23
293.792,2881.00,76.00,22.50,0.96,41.25,67.05,14.23
294.032,2881.00,76.00,22.50,0.89,41.25,67.05,14.23
294.271,2881.00,76.00,22.50,0.89,41.25,67.05,14.23
294.512,2881.00,76.00,22.50,0.89,41.25,66.55,14.23
294.752,2881.00,76.00,22.50,0.89,41.25,66.55,14.23
294.992,2807.00,76.00,22.50,0.89,41.25,66.55,14.23
295.234,2807.00,72.00,22.50,0.89,41.25,66.55,14.23
295.471,2807.00,72.00,22.50,0.89,41.25,66.55,14.23
295.714,2807.00,72.00,22.50,0.82,41.25,66.55,14.23
295.952,2807.00,72.00,22.50,0.82,41.25,66.55,14.23
296.192,2807.00,72.00,22.50,0.82,41.25,66.15,14.23
296.434,2807.00,72.00,22.50,0.82,41.25,66.15,14.23
296.671,2724.50,72.00,22.50,0.82,41.25,66.15,14.23
296.913,2724.50,68.00,22.50,0.82,41.25,66.15,14.23
297.151,2724.50,68.00,21.75,0.82,41.25,66.15,14.23
297.392,2724.50,68.00,21.75,0.77,41.25,66.15,14.23
297.634,2724.50,68.00,21.75,0.77,41.25,66.15,14.23
297.872,2724.50,68.00,21.75,0.77,41.25,65.76,14.23
298.114,2724.50,68.00,21.75,0.77,41.25,65.76,14.23
298.352,2666.50,68.00,21.75,0.77,41.25,65.76,14.23
298.591,2666.50,68.00,21.75,0.77,41.25,65.76,14.23
298.834,2666.50,68.00,21.75,0.77,41.25,65.76,14.23
299.072,2666.50,68.00,21.75,0.73,41.25,65.76,14.23
299.341,2666.50,68.00,21.75,0.73,41.25,65.76,14.23
299.581,2666.50,68.00,21.75,0.73,41.25,65.45,14.23
299.823,2666.50,68.00,21.75,0.73,41.25,65.45,14.23
300.061,2617.00,68.00,21.75,0.73,41.25,65.45,14.23
300.302,2617.00,52.00,21.75,0.73,41.25,65.45,14.23
300.542,2617.00,52.00,17.25,0.73,41.25,65.45,14.23
300.781,2617.00,52.00,17.25,0.59,41.25,65.45,14.23
301.023,2617.00,52.00,17.25,0.59,41.25,65.45,14.23
301.262,2617.00,52.00,17.25,0.59,41.25,65.24,14.23
301.502,2617.00,52.00,17.25,0.59,41.25,65.24,14.23
301.742,2654.50,52.00,17.25,0.59,41.25,65.24,14.23
301.981,2654.50,60.00,17.25,0.59,41.25,65.24,14.23
302.221,2654.50,60.00,20.25,0.59,41.25,65.24,14.23
302.492,2654.50,60.00,20.25,0.54,41.25,65.24,14.23
302.734,2654.50,60.00,20.25,0.54,41.25,65.24,14.23
302.971,2654.50,60.00,20.25,0.54,41.25,64.96,14.23
303.212,2654.50,60.00,20.25,0.54,41.25,64.96,14.23
303.452,2741.50,60.00,20.25,0.54,41.25,64.96,14.23
303.692,2741.50,116.00,20.25,0.54,41.25,64.96,14.23
303.932,2741.50,116.00,36.75,0.54,41.25,64.96,14.23
304.172,2741.50,116.00,36.75,1.37,41.25,64.96,14.23
304.412,2741.50,116.00,36.75,1.37,41.25,64.96,14.23
304.652,2741.50,116.00,36.75,1.37,41.25,64.44,14.23
304.891,2741.50,116.00,36.75,1.37,41.25,64.44,14.23
305.134,2853.00,116.00,36.75,1.37,41.25,64.44,14.23
305.372,2853.00,108.00,36.75,1.37,41.25,64.44,14.23
305.614,2853.00,108.00,33.00,1.37,41.25,64.44,14.23
305.852,2853.00,108.00,33.00,1.67,41.25,64.44,14.23
306.123,2853.00,108.00,33.00,1.67,41.25,64.44,14.23
306.362,2853.00,108.00,33.00,1.67,41.25,64.44,14.23
306.602,2853.00,108.00,33.00,1.67,41.25,64.44,14.23
306.842,2932.00,108.00,33.00,1.67,41.25,64.44,14.23
307.082,2932.00,100.00,33.00,1.67,41.25,64.44,14.23
307.322,2932.00,100.00,27.00,1.67,41.25,64.44,14.23
307.592,2932.00,100.00,27.00,1.35,41.25,64.44,14.23
307.834,2932.00,100.00,27.00,1.35,41.25,64.44,14.23
308.072,2932.00,100.00,27.00,1.35,41.25,64.75,14.23
308.314,2932.00,100.00,27.00,1.35,41.25,64.75,14.23
308.552,2958.50,100.00,27.00,1.35,41.25,64.75,14.23
308.792,2958.50,92.00,27.00,1.35,41.25,64.75,14.23
309.034,2958.50,92.00,27.00,1.35,41.25,64.75,14.23
309.271,2958.50,92.00,27.00,1.11,41.25,64.75,14.23
309.514,2958.50,92.00,27.00,1.11,41.25,64.75,14.23
309.751,2958.50,92.00,27.00,1.11,41.25,64.75,14.23
309.991,2958.50,92.00,27.00,1.11,41.25,64.75,14.23
310.234,2949.50,92.00,27.00,1.11,41.25,64.75,14.23
310.472,2949.50,120.00,27.00,1.11,41.25,64.75,14.23
310.714,2949.50,120.00,34.50,1.11,41.25,64.75,14.23
310.951,2949.50,120.00,34.50,1.52,41.25,64.75,14.23
311.223,2949.50,120.00,34.50,1.52,41.25,64.75,14.23
311.462,2949.50,120.00,34.50,1.52,41.25,64.54,14.23
311.702,2949.50,120.00,34.50,1.52,41.25,64.54,14.23
311.941,2988.50,120.00,34.50,1.52,41.25,64.54,14.23
312.182,2988.50,140.00,34.50,1.52,41.25,64.54,14.23
312.423,2988.50,140.00,40.50,1.52,41.25,64.54,14.23
312.662,2988.50,140.00,40.50,2.80,41.25,64.54,14.23
312.901,2988.50,140.00,40.50,2.80,41.25,64.54,14.23
313.142,2988.50,140.00,40.50,2.80,41.25,64.75,14.23
313.382,2988.50,140.00,40.50,2.80,41.25,64.75,14.23
313.623,3020.00,140.00,40.50,2.80,41.25,64.75,14.23
313.862,3020.00,164.00,40.50,2.80,41.25,64.75,14.23
314.102,3020.00,164.00,49.50,2.80,41.25,64.75,14.23
314.342,3020.00,164.00,49.50,3.95,41.25,64.75,14.23
314.582,3020.00,164.00,49.50,3.95,41.25,64.75,14.23
314.823,3020.00,164.00,49.50,3.95,41.25,65.94,14.23
315.062,3020.00,164.00,49.50,3.95,41.25,65.94,14.23
315.302,3109.50,164.00,49.50,3.95,41.25,65.94,14.23
315.542,3109.50,184.00,49.50,3.95,41.25,65.94,14.23
315.782,3109.50,184.00,51.00,3.95,41.25,65.94,14.23
316.023,3109.50,184.00,51.00,4.37,41.25,65.94,14.23
316.262,3109.50,184.00,51.00,4.37,41.25,65.94,14.23
316.502,3109.50,184.00,51.00,4.37,41.25,68.24,14.23
316.742,3109.50,184.00,51.00,4.37,41.25,68.24,14.23
316.981,3031.00,184.00,51.00,4.37,41.25,68.24,14.23
317.222,3031.00,80.00,51.00,4.37,41.25,68.24,14.23
317.462,3031.00,80.00,23.25,4.37,41.25,68.24,14.23
317.702,3031.00,80.00,23.25,1.19,41.25,68.24,14.23
317.941,3031.00,80.00,23.25,1.19,41.25,68.24,14.23
318.182,3031.00,80.00,23.25,1.19,41.25,69.55,14.23
318.422,3031.00,80.00,23.25,1.19,41.25,69.55,14.23
318.662,2888.50,80.00,23.25,1.19,41.25,69.55,14.23
318.902,2888.50,60.00,23.25,1.19,41.25,69.55,14.23
319.141,2888.50,60.00,18.00,1.19,41.25,69.55,14.23
319.381,2888.50,60.00,18.00,0.92,41.25,69.55,14.23
319.623,2888.50,60.00,18.00,0.92,41.25,69.55,14.23
319.862,2888.50,60.00,18.00,0.92,41.25,69.25,14.23
320.102,2888.50,60.00,18.00,0.92,41.25,69.25,14.23
320.342,2832.00,60.00,18.00,0.92,41.25,69.25,14.23
320.582,2832.00,60.00,18.00,0.92,41.25,69.25,14.23
320.823,2832.00,60.00,19.50,0.92,41.25,69.25,14.23
321.062,2832.00,60.00,19.50,0.65,41.25,69.25,14.23
321.302,2832.00,60.00,19.50,0.65,41.25,69.25,14.23
321.542,2832.00,60.00,19.50,0.65,41.25,68.55,14.23
321.782,2832.00,60.00,19.50,0.65,41.25,68.55,14.23
322.023,2837.00,60.00,19.50,0.65,41.25,68.55,14.23
322.262,2837.00,80.00,19.50,0.65,41.25,68.55,14.23
322.502,2837.00,80.00,24.75,0.65,41.25,68.55,14.23
322.742,2837.00,80.00,24.75,0.76,41.25,68.55,14.23
322.982,2837.00,80.00,24.75,0.76,41.25,68.55,14.23
323.222,2837.00,80.00,24.75,0.76,41.25,67.54,14.23
323.462,2837.00,80.00,24.75,0.76,41.25,67.54,14.23
323.702,2858.50,80.00,24.75,0.76,41.25,67.54,14.23
323.942,2858.50,80.00,24.75,0.76,41.25,67.54,14.23
324.182,2858.50,80.00,24.75,0.76,41.25,67.54,14.23
324.423,2858.50,80.00,24.75,0.80,41.25,67.54,14.23
324.662,2858.50,80.00,24.75,0.80,41.25,67.54,14.23
324.901,2858.50,80.00,24.75,0.80,41.25,66.55,14.23
325.142,2858.50,80.00,24.75,0.80,41.25,66.55,14.23
325.382,2898.50,80.00,24.75,0.80,41.25,66.55,14.23
325.623,2898.50,76.00,24.75,0.80,41.25,66.55,14.23
325.861,2898.50,76.00,23.25,0.80,41.25,66.55,14.23
326.102,2898.50,76.00,23.25,0.83,41.25,66.55,14.23
326.342,2898.50,76.00,23.25,0.83,41.25,66.55,14.23
326.582,2898.50,76.00,23.25,0.83,41.25,65.85,14.23
326.821,2898.50,76.00,23.25,0.83,41.25,65.85,14.23
327.062,2892.00,76.00,23.25,0.83,41.25,65.85,14.23
327.302,2892.00,68.00,23.25,0.83,41.25,65.85,14.23
327.542,2892.00,68.00,20.25,0.83,41.25,65.85,14.23
327.782,2892.00,68.00,20.25,0.71,41.25,65.85,14.23
328.023,2892.00,68.00,20.25,0.71,41.25,65.85,14.23
328.262,2892.00,68.00,20.25,0.71,41.25,65.36,14.23
328.503,2892.00,68.00,20.25,0.71,41.25,65.36,14.23
328.742,2901.00,68.00,20.25,0.71,41.25,65.36,14.23
328.981,2901.00,68.00,20.25,0.71,41.25,65.36,14.23
329.222,2901.00,68.00,18.00,0.71,41.25,65.36,14.23
329.462,2901.00,68.00,18.00,0.68,41.25,65.36,14.23
329.702,2901.00,68.00,18.00,0.68,41.25,65.36,14.23
329.941,2901.00,68.00,18.00,0.68,41.25,64.84,14.23
330.182,2901.00,68.00,18.00,0.68,41.25,64.84,14.22
330.423,2896.00,68.00,18.00,0.68,41.25,64.84,14.22
330.662,2896.00,96.00,18.00,0.68,41.25,64.84,14.22
330.902,2896.00,96.00,28.50,0.68,41.25,64.84,14.22
331.142,2896.00,96.00,28.50,1.04,41.25,64.84,14.22
331.382,2896.00,96.00,28.50,1.04,41.25,64.84,14.22
331.623,2896.00,96.00,28.50,1.04,41.25,64.35,14.22
331.862,2896.00,96.00,28.50,1.04,41.25,64.35,14.23
332.102,2946.00,96.00,28.50,1.04,41.25,64.35,14.23
332.342,2946.00,92.00,28.50,1.04,41.25,64.35,14.23
332.582,2946.00,92.00,27.00,1.04,41.25,64.35,14.23
332.823,2946.00,92.00,27.00,1.13,41.25,64.35,14.23
333.062,2946.00,92.00,27.00,1.13,41.25,64.35,14.23
333.302,2946.00,92.00,27.00,1.13,41.25,64.05,14.23
333.542,2946.00,92.00,27.00,1.13,41.25,64.05,14.23
333.782,2953.00,92.00,27.00,1.13,41.25,64.05,14.23
334.023,2953.00,60.00,27.00,1.13,41.25,64.05,14.23
334.262,2953.00,60.00,18.75,1.13,41.25,64.05,14.23
334.502,2953.00,60.00,18.75,0.83,41.25,64.05,14.23
334.742,2953.00,60.00,18.75,0.83,41.25,64.05,14.23
334.981,2953.00,60.00,18.75,0.83,41.25,64.05,14.23
335.222,2953.00,60.00,18.75,0.83,41.25,64.05,14.23
335.462,2901.50,60.00,18.75,0.83,41.25,64.05,14.23
335.702,2901.50,60.00,18.75,0.83,41.25,64.05,14.23
335.942,2901.50,60.00,18.00,0.83,41.25,64.05,14.23
336.182,2901.50,60.00,18.00,0.68,41.25,64.05,14.23
336.423,2901.50,60.00,18.00,0.68,41.25,64.05,14.23
336.662,2901.50,60.00,18.00,0.68,41.25,63.95,14.23
336.901,2901.50,60.00,18.00,0.68,41.25,63.95,14.22
337.144,2785.50,60.00,18.00,0.68,41.25,63.95,14.22
337.382,2785.50,72.00,18.00,0.68,41.25,63.95,14.22
337.623,2785.50,72.00,22.50,0.68,41.25,63.95,14.22
337.862,2785.50,72.00,22.50,0.74,41.25,63.95,14.22
338.102,2785.50,72.00,22.50,0.74,41.25,63.95,14.22
338.552,2785.50,72.00,22.50,0.74,41.25,63.74,14.22
338.791,2785.50,72.00,22.50,0.74,41.25,63.74,14.22
339.034,2658.50,72.00,22.50,0.74,41.25,63.74,14.22
339.271,2658.50,60.00,22.50,0.74,41.25,63.74,14.22
339.514,2658.50,60.00,24.00,0.74,41.25,63.74,14.22
339.752,2658.50,60.00,24.00,0.61,41.25,63.74,14.22
339.992,2658.50,60.00,24.00,0.61,41.25,63.74,14.22
340.234,2658.50,60.00,24.00,0.61,41.25,63.55,14.22
340.472,2658.50,60.00,24.00,0.61,41.25,63.55,14.22
340.714,2662.00,60.00,24.00,0.61,41.25,63.55,14.22
340.951,2662.00,108.00,24.00,0.61,41.25,63.55,14.22
341.191,2662.00,108.00,40.50,0.61,41.25,63.55,14.22
341.432,2662.00,108.00,40.50,1.49,41.25,63.55,14.22
341.672,2662.00,108.00,40.50,1.49,41.25,63.55,14.22
341.942,2662.00,108.00,40.50,1.49,41.25,63.46,14.22
342.182,2662.00,108.00,40.50,1.49,41.25,63.46,14.22
342.423,2856.50,108.00,40.50,1.49,41.25,63.46,14.22
342.662,2856.50,352.00,40.50,1.49,41.25,63.46,14.22
342.901,2856.50,352.00,123.75,1.49,41.25,63.46,14.22
343.142,2856.50,352.00,123.75,13.24,41.25,63.46,14.22
343.382,2856.50,352.00,123.75,13.24,41.25,63.46,14.22
343.623,2856.50,352.00,123.75,13.24,41.25,67.05,14.22
343.862,2856.50,352.00,123.75,13.24,41.25,67.05,14.22
344.102,3407.50,352.00,123.75,13.24,41.25,67.05,14.22
344.342,3407.50,724.00,123.75,13.24,41.25,67.05,14.22
344.582,3407.50,724.00,180.75,13.24,41.25,67.05,14.22
344.823,3407.50,724.00,180.75,17.28,41.25,67.05,14.22
345.062,3407.50,724.00,180.75,17.28,41.25,67.05,14.22
345.302,3407.50,724.00,180.75,17.28,41.25,85.54,14.22
345.542,3407.50,724.00,180.75,17.28,41.25,85.54,14.22
345.782,3957.50,724.00,180.75,17.28,41.25,85.54,14.22
346.023,3957.50,792.00,180.75,17.28,41.25,85.54,14.22
346.262,3957.50,792.00,183.00,17.28,41.25,85.54,14.22
346.502,3957.50,792.00,183.00,19.99,41.25,85.54,14.22
346.742,3957.50,792.00,183.00,19.99,42.75,85.54,14.22
346.982,3957.50,792.00,183.00,19.99,42.75,102.55,14.22
347.222,3957.50,792.00,183.00,19.99,42.75,102.55,14.21
347.462,4454.00,792.00,183.00,19.99,42.75,102.55,14.21
347.702,4454.00,964.00,183.00,19.99,42.75,102.55,14.21
347.941,4454.00,964.00,183.00,19.99,42.75,102.55,14.21
348.182,4454.00,964.00,183.00,19.41,42.75,102.55,14.21
348.423,4454.00,964.00,183.00,19.41,44.25,102.55,14.21
348.662,4454.00,964.00,183.00,19.41,44.25,119.15,14.21
348.901,4454.00,964.00,183.00,19.41,44.25,119.15,14.21
349.142,4961.00,964.00,183.00,19.41,44.25,119.15,14.21
349.382,4961.00,1016.00,183.00,19.41,44.25,119.15,14.21
349.623,4961.00,1016.00,51.00,19.41,44.25,119.15,14.21
349.862,4961.00,1016.00,51.00,8.43,44.25,119.15,14.21
350.102,4961.00,1016.00,51.00,8.43,46.50,119.15,14.21
350.341,4961.00,1016.00,51.00,8.43,46.50,132.46,14.21
350.582,4961.00,1016.00,51.00,8.43,46.50,132.46,14.21
350.823,4742.50,1016.00,51.00,8.43,46.50,132.46,14.21
351.061,4742.50,132.00,51.00,8.43,46.50,132.46,14.21
351.302,4742.50,132.00,24.00,8.43,46.50,132.46,14.21
351.541,4742.50,132.00,24.00,2.17,46.50,132.46,14.21
351.782,4742.50,132.00,24.00,2.17,45.75,132.46,14.21
352.023,4742.50,132.00,24.00,2.17,45.75,130.84,14.21
352.262,4742.50,132.00,24.00,2.17,45.75,130.84,14.21
352.502,4517.50,132.00,24.00,2.17,45.75,130.84,14.21
352.742,4517.50,124.00,24.00,2.17,45.75,130.84,14.21
352.982,4517.50,124.00,24.00,2.17,45.75,130.84,14.21
353.222,4517.50,124.00,24.00,1.79,45.75,130.84,14.21
353.462,4517.50,124.00,24.00,1.79,45.00,130.84,14.21
353.702,4517.50,124.00,24.00,1.79,45.00,121.35,14.21
353.942,4517.50,124.00,24.00,1.79,45.00,121.35,14.20
354.182,4239.50,124.00,24.00,1.79,45.00,121.35,14.20
354.423,4239.50,116.00,24.00,1.79,45.00,121.35,14.20
354.662,4239.50,116.00,24.00,1.79,45.00,121.35,14.20
354.901,4239.50,116.00,24.00,1.60,45.00,121.35,14.20
355.142,4239.50,116.00,24.00,1.60,44.25,121.35,14.20
355.382,4239.50,116.00,24.00,1.60,44.25,113.55,14.20
355.622,4239.50,116.00,24.00,1.60,44.25,113.55,14.20
355.862,3109.00,116.00,24.00,1.60,44.25,113.55,14.20
356.102,3109.00,84.00,24.00,1.60,44.25,113.55,14.20
356.342,3109.00,84.00,24.00,1.60,44.25,113.55,14.20
356.582,3109.00,84.00,24.00,1.15,44.25,113.55,14.20
356.823,3109.00,84.00,24.00,1.15,44.25,113.55,14.20
357.062,3109.00,84.00,24.00,1.15,44.25,106.05,14.20
357.302,3109.00,84.00,24.00,1.15,44.25,106.05,14.20
357.542,2447.00,84.00,24.00,1.15,44.25,106.05,14.20
357.781,2447.00,56.00,24.00,1.15,44.25,106.05,14.20
358.023,2447.00,56.00,17.25,1.15,44.25,106.05,14.20
358.262,2447.00,56.00,17.25,0.73,44.25,106.05,14.20
358.502,2447.00,56.00,17.25,0.73,45.00,106.05,14.20
358.742,2447.00,56.00,17.25,0.73,45.00,101.05,14.20
358.981,2447.00,56.00,17.25,0.73,45.00,101.05,14.19
359.222,2414.00,56.00,17.25,0.73,45.00,101.05,14.19
359.462,2414.00,132.00,17.25,0.73,45.00,101.05,14.19
359.702,2414.00,132.00,45.00,0.73,45.00,101.05,14.19
359.942,2414.00,132.00,45.00,1.98,45.00,101.05,14.19
360.181,2414.00,132.00,45.00,1.98,45.00,101.05,14.19
360.423,2414.00,132.00,45.00,1.98,45.00,96.34,14.19
360.664,2414.00,132.00,45.00,1.98,45.00,96.34,14.19
360.902,1877.50,132.00,45.00,1.98,45.00,96.34,14.19
361.142,1877.50,76.00,45.00,1.98,45.00,96.34,14.19
361.382,1877.50,76.00,36.75,1.98,45.00,96.34,14.19
361.622,1877.50,76.00,36.75,1.29,45.00,96.34,14.19
361.862,1877.50,76.00,36.75,1.29,44.25,96.34,14.19
362.102,1877.50,76.00,36.75,1.29,44.25,92.64,14.19
362.342,1877.50,76.00,36.75,1.29,44.25,92.64,14.19
362.582,1872.50,76.00,36.75,1.29,44.25,92.64,14.19
362.823,1872.50,60.00,36.75,1.29,44.25,92.64,14.19
363.062,1872.50,60.00,27.75,1.29,44.25,92.64,14.19
363.302,1872.50,60.00,27.75,0.77,44.25,92.64,14.19
363.542,1872.50,60.00,27.75,0.77,44.25,92.64,14.19
363.782,1872.50,60.00,27.75,0.77,44.25,89.85,14.19
364.023,1872.50,60.00,27.75,0.77,44.25,89.85,14.19
364.262,1864.00,60.00,27.75,0.77,44.25,89.85,14.19
364.502,1864.00,88.00,27.75,0.77,44.25,89.85,14.19
364.742,1864.00,88.00,43.50,0.77,44.25,89.85,14.19
364.982,1864.00,88.00,43.50,1.07,44.25,89.85,14.19
365.223,1864.00,88.00,43.50,1.07,44.25,89.85,14.19
365.462,1864.00,88.00,43.50,1.07,44.25,87.34,14.19
365.702,1864.00,88.00,43.50,1.07,44.25,87.34,14.19
365.942,1892.50,88.00,43.50,1.07,44.25,87.34,14.19
366.182,1892.50,108.00,43.50,1.07,44.25,87.34,14.19
366.423,1892.50,108.00,42.75,1.07,44.25,87.34,14.19
366.662,1892.50,108.00,42.75,2.11,44.25,87.34,14.19
366.902,1892.50,108.00,42.75,2.11,44.25,87.34,14.19
367.142,1892.50,108.00,42.75,2.11,44.25,85.14,14.19
367.382,1892.50,108.00,42.75,2.11,44.25,85.14,14.18
367.623,1906.00,108.00,42.75,2.11,44.25,85.14,14.18
367.862,1906.00,88.00,42.75,2.11,44.25,85.14,14.18
368.102,1906.00,88.00,39.75,2.11,44.25,85.14,14.18
368.342,1906.00,88.00,39.75,1.60,44.25,85.14,14.18
368.582,1906.00,88.00,39.75,1.60,44.25,85.14,14.18
368.823,1906.00,88.00,39.75,1.60,44.25,83.94,14.18
369.062,1906.00,88.00,39.75,1.60,44.25,83.94,14.18
369.302,1985.50,88.00,39.75,1.60,44.25,83.94,14.18
369.542,1985.50,204.00,39.75,1.60,44.25,83.94,14.18
369.782,1985.50,204.00,90.75,1.60,44.25,83.94,14.18
370.023,1985.50,204.00,90.75,5.72,44.25,83.94,14.18
370.262,1985.50,204.00,90.75,5.72,43.50,83.94,14.18
370.502,1985.50,204.00,90.75,5.72,43.50,83.15,14.18
370.742,1985.50,204.00,90.75,5.72,43.50,83.15,14.18
370.982,1990.00,204.00,90.75,5.72,43.50,83.15,14.18
371.222,1990.00,28.00,90.75,5.72,43.50,83.15,14.18
371.461,1990.00,28.00,12.75,5.72,43.50,83.15,14.18
371.702,1990.00,28.00,12.75,2.22,43.50,83.15,14.18
371.942,1990.00,28.00,12.75,2.22,43.50,83.15,14.18
372.182,1990.00,28.00,12.75,2.22,43.50,85.26,14.18
372.422,1990.00,28.00,12.75,2.22,43.50,85.26,14.18
372.662,1987.00,28.00,12.75,2.22,43.50,85.26,14.18
372.902,1987.00,28.00,12.75,2.22,43.50,85.26,14.18
373.142,1987.00,28.00,13.50,2.22,43.50,85.26,14.18
373.382,1987.00,28.00,13.50,0.63,43.50,85.26,14.18
373.623,1987.00,28.00,13.50,0.63,44.25,85.26,14.18
373.862,1987.00,28.00,13.50,0.63,44.25,85.96,14.18
374.102,1987.00,28.00,13.50,0.63,44.25,85.96,14.18
374.342,1949.00,28.00,13.50,0.63,44.25,85.96,14.18
374.582,1949.00,28.00,13.50,0.63,44.25,85.96,14.18
374.822,1949.00,28.00,12.75,0.63,44.25,85.96,14.18
375.062,1949.00,28.00,12.75,0.33,44.25,85.96,14.18
375.302,1949.00,28.00,12.75,0.33,44.25,85.96,14.18
375.542,1949.00,28.00,12.75,0.33,44.25,85.54,14.18
375.782,1949.00,28.00,12.75,0.33,44.25,85.54,14.18
376.023,1966.50,28.00,12.75,0.33,44.25,85.54,14.18
376.262,1966.50,72.00,12.75,0.33,44.25,85.54,14.18
376.502,1966.50,72.00,30.75,0.33,44.25,85.54,14.18
376.742,1966.50,72.00,30.75,0.56,44.25,85.54,14.18
376.982,1966.50,72.00,30.75,0.56,44.25,85.54,14.18
377.223,1966.50,72.00,30.75,0.56,44.25,84.04,14.18
377.461,1966.50,72.00,30.75,0.56,44.25,84.04,14.18
