Time,"Engine speed","Air mass flow","Coolant temperature","Oil temperature","Ambient temperature","Vehicle speed","Lambda actual value","Actual ignition angle","Boost pressure","Relative air filling"
5031.515,1604.00,20.00,92.36,92.00,26.00,102.14,16.00,-16.50,0.72,10.50
5031.755,1604.00,20.00,92.36,92.00,26.00,102.14,16.00,-16.50,0.72,10.50
5031.995,1604.00,20.00,92.36,92.00,26.00,100.40,16.00,-16.50,0.72,10.50
5032.235,1604.00,20.00,92.36,92.00,26.00,100.40,6.98,-16.50,0.72,10.50
5032.475,1604.00,20.00,92.36,92.00,26.00,100.40,6.98,4.50,0.72,10.50
5032.715,1604.00,20.00,92.36,92.00,26.00,100.40,6.98,4.50,0.68,10.50
5032.955,1604.00,20.00,92.36,92.00,26.00,100.40,6.98,4.50,0.68,15.00
5033.195,1623.50,20.00,92.36,92.00,26.00,100.40,6.98,4.50,0.68,15.00
5033.435,1623.50,44.00,92.36,92.00,26.00,100.40,6.98,4.50,0.68,15.00
5033.885,1623.50,44.00,91.16,92.00,26.00,100.40,6.98,4.50,0.68,15.00
5034.125,1623.50,44.00,91.16,92.00,26.00,100.40,6.98,4.50,0.68,15.00
5034.365,1623.50,44.00,91.16,92.00,26.50,100.40,6.98,4.50,0.68,15.00
5034.605,1623.50,44.00,91.16,92.00,26.50,100.08,6.98,4.50,0.68,15.00
5034.845,1623.50,44.00,91.16,92.00,26.50,100.08,0.94,4.50,0.68,15.00
5035.084,1623.50,44.00,91.16,92.00,26.50,100.08,0.94,12.75,0.68,15.00
5035.325,1623.50,44.00,91.16,92.00,26.50,100.08,0.94,12.75,1.47,15.00
5035.595,1623.50,44.00,91.16,92.00,26.50,100.08,0.94,12.75,1.47,44.25
5035.835,1614.50,44.00,91.16,92.00,26.50,100.08,0.94,12.75,1.47,44.25
5036.075,1614.50,80.00,91.16,92.00,26.50,100.08,0.94,12.75,1.47,44.25
5036.315,1614.50,80.00,90.36,92.00,26.50,100.08,0.94,12.75,1.47,44.25
5036.555,1614.50,80.00,90.36,92.00,26.50,100.08,0.94,12.75,1.47,44.25
5036.795,1614.50,80.00,90.36,92.00,26.50,100.08,0.94,12.75,1.47,44.25
5037.035,1614.50,80.00,90.36,92.00,26.50,101.39,0.94,12.75,1.47,44.25
5037.275,1614.50,80.00,90.36,92.00,26.50,101.39,1.00,12.75,1.47,44.25
5037.515,1614.50,80.00,90.36,92.00,26.50,101.39,1.00,19.50,1.47,44.25
5037.755,1614.50,80.00,90.36,92.00,26.50,101.39,1.00,19.50,1.86,44.25
5037.995,1614.50,80.00,90.36,92.00,26.50,101.39,1.00,19.50,1.86,33.75
5038.235,1622.00,80.00,90.36,92.00,26.50,101.39,1.00,19.50,1.86,33.75
5038.475,1622.00,64.00,90.36,92.00,26.50,101.39,1.00,19.50,1.86,33.75
5038.715,1622.00,64.00,90.16,92.00,26.50,101.39,1.00,19.50,1.86,33.75
5038.955,1622.00,64.00,90.16,92.00,26.50,101.39,1.00,19.50,1.86,33.75
5039.195,1622.00,64.00,90.16,92.00,26.50,101.39,1.00,19.50,1.86,33.75
5039.434,1622.00,64.00,90.16,92.00,26.50,100.68,1.00,19.50,1.86,33.75
5039.674,1622.00,64.00,90.16,92.00,26.50,100.68,1.00,19.50,1.86,33.75
5039.915,1622.00,64.00,90.16,92.00,26.50,100.68,1.00,19.50,1.86,33.75
5040.155,1622.00,64.00,90.16,92.00,26.50,100.68,1.00,19.50,1.77,33.75
5040.395,1622.00,64.00,90.16,92.00,26.50,100.68,1.00,19.50,1.77,39.00
5040.634,1605.00,64.00,90.16,92.00,26.50,100.68,1.00,19.50,1.77,39.00
5040.875,1605.00,72.00,90.16,92.00,26.50,100.68,1.00,19.50,1.77,39.00
5041.114,1605.00,72.00,90.66,92.00,26.50,100.68,1.00,19.50,1.77,39.00
5041.355,1605.00,72.00,90.66,92.00,26.50,100.68,1.00,19.50,1.77,39.00
5041.595,1605.00,72.00,90.66,92.00,26.50,100.68,1.00,19.50,1.77,39.00
5041.835,1605.00,72.00,90.66,92.00,26.50,99.21,1.00,19.50,1.77,39.00
5042.075,1605.00,72.00,90.66,92.00,26.50,99.21,0.99,19.50,1.77,39.00
5042.315,1605.00,72.00,90.66,92.00,26.50,99.21,0.99,18.75,1.77,39.00
5042.555,1605.00,72.00,90.66,92.00,26.50,99.21,0.99,18.75,1.79,39.00
5042.795,1605.00,72.00,90.66,92.00,26.50,99.21,0.99,18.75,1.79,64.50
5043.035,1587.50,72.00,90.66,92.00,26.50,99.21,0.99,18.75,1.79,64.50
5043.275,1587.50,116.00,90.66,92.00,26.50,99.21,0.99,18.75,1.79,64.50
5043.515,1587.50,116.00,91.46,92.00,26.50,99.21,0.99,18.75,1.79,64.50
5043.755,1587.50,116.00,91.46,92.00,26.50,99.21,0.99,18.75,1.79,64.50
5043.995,1587.50,116.00,91.46,92.00,26.50,99.21,0.99,18.75,1.79,64.50
5044.235,1587.50,116.00,91.46,92.00,26.50,98.17,0.99,18.75,1.79,64.50
5044.475,1587.50,116.00,91.46,92.00,26.50,98.17,1.00,18.75,1.79,64.50
5044.715,1587.50,116.00,91.46,92.00,26.50,98.17,1.00,17.25,1.79,64.50
5044.955,1587.50,116.00,91.46,92.00,26.50,98.17,1.00,17.25,2.18,64.50
5045.195,1587.50,116.00,91.46,92.00,26.50,98.17,1.00,17.25,2.18,54.00
5045.435,1568.50,116.00,91.46,92.00,26.50,98.17,1.00,17.25,2.18,54.00
5045.675,1568.50,112.00,91.46,92.00,26.50,98.17,1.00,17.25,2.18,54.00
5045.915,1568.50,112.00,92.36,92.00,26.50,98.17,1.00,17.25,2.18,54.00
5046.155,1568.50,112.00,92.36,92.00,26.50,98.17,1.00,17.25,2.18,54.00
5046.395,1568.50,112.00,92.36,92.00,26.50,98.17,1.00,17.25,2.18,54.00
5046.635,1568.50,112.00,92.36,92.00,26.50,97.25,1.00,17.25,2.18,54.00
5046.875,1568.50,112.00,92.36,92.00,26.50,97.25,0.99,17.25,2.18,54.00
5047.115,1568.50,112.00,92.36,92.00,26.50,97.25,0.99,7.50,2.18,54.00
5047.355,1568.50,112.00,92.36,92.00,26.50,97.25,0.99,7.50,3.49,54.00
5047.595,1568.50,112.00,92.36,92.00,26.50,97.25,0.99,7.50,3.49,68.25
5047.835,1569.50,112.00,92.36,92.00,26.50,97.25,0.99,7.50,3.49,68.25
5048.075,1569.50,124.00,92.36,92.00,26.50,97.25,0.99,7.50,3.49,68.25
5048.315,1569.50,124.00,93.26,92.00,26.50,97.25,0.99,7.50,3.49,68.25
5048.555,1569.50,124.00,93.26,92.00,26.50,97.25,0.99,7.50,3.49,68.25
5048.795,1569.50,124.00,93.26,92.00,26.50,97.25,0.99,7.50,3.49,68.25
5049.035,1569.50,124.00,93.26,92.00,26.50,97.94,0.99,7.50,3.49,68.25
5049.275,1569.50,124.00,93.26,92.00,26.50,97.94,0.99,7.50,3.49,68.25
5049.515,1569.50,124.00,93.26,92.00,26.50,97.94,0.99,9.00,3.49,68.25
5049.755,1569.50,124.00,93.26,92.00,26.50,97.94,0.99,9.00,3.82,68.25
5049.995,1569.50,124.00,93.26,92.00,26.50,97.94,0.99,9.00,3.82,70.50
5050.234,1577.00,124.00,93.26,92.00,26.50,97.94,0.99,9.00,3.82,70.50
5050.505,1577.00,128.00,93.26,92.00,26.50,97.94,0.99,9.00,3.82,70.50
5050.744,1577.00,128.00,94.26,92.00,26.50,97.94,0.99,9.00,3.82,70.50
5050.985,1577.00,128.00,94.26,92.00,26.50,97.94,0.99,9.00,3.82,70.50
5051.225,1577.00,128.00,94.26,92.00,26.50,97.94,0.99,9.00,3.82,70.50
5051.465,1577.00,128.00,94.26,92.00,26.50,98.74,0.99,9.00,3.82,70.50
5051.705,1577.00,128.00,94.26,92.00,26.50,98.74,0.99,9.00,3.82,70.50
5051.945,1577.00,128.00,94.26,92.00,26.50,98.74,0.99,11.25,3.82,70.50
5052.185,1577.00,128.00,94.26,92.00,26.50,98.74,0.99,11.25,3.59,70.50
5052.425,1577.00,128.00,94.26,92.00,26.50,98.74,0.99,11.25,3.59,55.50
5052.664,1584.00,128.00,94.26,92.00,26.50,98.74,0.99,11.25,3.59,55.50
5052.905,1584.00,96.00,94.26,92.00,26.50,98.74,0.99,11.25,3.59,55.50
5053.145,1584.00,96.00,95.06,92.00,26.50,98.74,0.99,11.25,3.59,55.50
5053.385,1584.00,96.00,95.06,92.00,26.50,98.74,0.99,11.25,3.59,55.50
5053.625,1584.00,96.00,95.06,92.00,26.50,98.74,0.99,11.25,3.59,55.50
5053.865,1584.00,96.00,95.06,92.00,26.50,97.92,0.99,11.25,3.59,55.50
5054.105,1584.00,96.00,95.06,92.00,26.50,97.92,0.99,11.25,3.59,55.50
5054.345,1584.00,96.00,95.06,92.00,26.50,97.92,0.99,18.00,3.59,55.50
5054.585,1584.00,96.00,95.06,92.00,26.50,97.92,0.99,18.00,1.94,55.50
5054.825,1584.00,96.00,95.06,92.00,26.50,97.92,0.99,18.00,1.94,41.25
5055.065,1551.50,96.00,95.06,92.00,26.50,97.92,0.99,18.00,1.94,41.25
5055.305,1551.50,84.00,95.06,92.00,26.50,97.92,0.99,18.00,1.94,41.25
5055.545,1551.50,84.00,95.96,92.00,26.50,97.92,0.99,18.00,1.94,41.25
5055.785,1551.50,84.00,95.96,92.00,26.50,97.92,0.99,18.00,1.94,41.25
5056.025,1551.50,84.00,95.96,92.00,26.50,97.92,0.99,18.00,1.94,41.25
5056.265,1551.50,84.00,95.96,92.00,26.50,96.18,0.99,18.00,1.94,41.25
5056.506,1551.50,84.00,95.96,92.00,26.50,96.18,0.98,18.00,1.94,41.25
5056.745,1551.50,84.00,95.96,92.00,26.50,96.18,0.98,9.75,1.94,41.25
5056.985,1551.50,84.00,95.96,92.00,26.50,96.18,0.98,9.75,2.61,41.25
5057.225,1551.50,84.00,95.96,92.00,26.50,96.18,0.98,9.75,2.61,57.75
5057.465,1544.50,84.00,95.96,92.00,26.50,96.18,0.98,9.75,2.61,57.75
5057.705,1544.50,100.00,95.96,92.00,26.50,96.18,0.98,9.75,2.61,57.75
5057.945,1544.50,100.00,96.06,92.00,26.50,96.18,0.98,9.75,2.61,57.75
5058.185,1544.50,100.00,96.06,92.00,26.50,96.18,0.98,9.75,2.61,57.75
5058.425,1544.50,100.00,96.06,92.00,26.50,96.18,0.98,9.75,2.61,57.75
5058.664,1544.50,100.00,96.06,92.00,26.50,95.89,0.98,9.75,2.61,57.75
5058.905,1544.50,100.00,96.06,92.00,26.50,95.89,0.99,9.75,2.61,57.75
5059.145,1544.50,100.00,96.06,92.00,26.50,95.89,0.99,10.50,2.61,57.75
5059.385,1544.50,100.00,96.06,92.00,26.50,95.89,0.99,10.50,2.99,57.75
5059.625,1544.50,100.00,96.06,92.00,26.50,95.89,0.99,10.50,2.99,66.00
5059.865,1541.50,100.00,96.06,92.00,26.50,95.89,0.99,10.50,2.99,66.00
5060.135,1541.50,124.00,96.06,92.00,26.50,95.89,0.99,10.50,2.99,66.00
5060.375,1541.50,124.00,95.26,92.00,26.50,95.89,0.99,10.50,2.99,66.00
5060.615,1541.50,124.00,95.26,92.00,26.50,95.89,0.99,10.50,2.99,66.00
5060.855,1541.50,124.00,95.26,92.00,26.50,95.89,0.99,10.50,2.99,66.00
5061.095,1541.50,124.00,95.26,92.00,26.50,96.15,0.99,10.50,2.99,66.00
5061.335,1541.50,124.00,95.26,92.00,26.50,96.15,0.99,10.50,2.99,66.00
5061.574,1541.50,124.00,95.26,92.00,26.50,96.15,0.99,3.75,2.99,66.00
5061.815,1541.50,124.00,95.26,92.00,26.50,96.15,0.99,3.75,4.50,66.00
5062.054,1541.50,124.00,95.26,92.00,26.50,96.15,0.99,3.75,4.50,91.50
5062.295,1562.50,124.00,95.26,92.00,26.50,96.15,0.99,3.75,4.50,91.50
5062.535,1562.50,172.00,95.26,92.00,26.50,96.15,0.99,3.75,4.50,91.50
5062.775,1562.50,172.00,93.96,92.00,26.50,96.15,0.99,3.75,4.50,91.50
5063.015,1562.50,172.00,93.96,92.00,26.50,96.15,0.99,3.75,4.50,91.50
5063.255,1562.50,172.00,93.96,92.00,26.50,96.15,0.99,3.75,4.50,91.50
5063.495,1562.50,172.00,93.96,92.00,26.50,98.55,0.99,3.75,4.50,91.50
5063.736,1562.50,172.00,93.96,92.00,26.50,98.55,1.00,3.75,4.50,91.50
5063.975,1562.50,172.00,93.96,92.00,26.50,98.55,1.00,3.75,4.50,91.50
5064.215,1562.50,172.00,93.96,92.00,26.50,98.55,1.00,3.75,5.55,91.50
5064.455,1562.50,172.00,93.96,92.00,26.50,98.55,1.00,3.75,5.55,96.75
5064.695,1608.50,172.00,93.96,92.00,26.50,98.55,1.00,3.75,5.55,96.75
5064.935,1608.50,184.00,93.96,92.00,26.50,98.55,1.00,3.75,5.55,96.75
5065.175,1608.50,184.00,92.86,92.00,26.50,98.55,1.00,3.75,5.55,96.75
5065.415,1608.50,184.00,92.86,92.00,26.50,98.55,1.00,3.75,5.55,96.75
5065.654,1608.50,184.00,92.86,92.00,27.00,98.55,1.00,3.75,5.55,96.75
5065.895,1608.50,184.00,92.86,92.00,27.00,101.12,1.00,3.75,5.55,96.75
5066.135,1608.50,184.00,92.86,92.00,27.00,101.12,0.99,3.75,5.55,96.75
5066.375,1608.50,184.00,92.86,92.00,27.00,101.12,0.99,6.00,5.55,96.75
5066.616,1608.50,184.00,92.86,92.00,27.00,101.12,0.99,6.00,5.71,96.75
5066.855,1608.50,184.00,92.86,92.00,27.00,101.12,0.99,6.00,5.71,92.25
5067.095,1644.50,184.00,92.86,92.00,27.00,101.12,0.99,6.00,5.71,92.25
5067.335,1644.50,176.00,92.86,92.00,27.00,101.12,0.99,6.00,5.71,92.25
5067.576,1644.50,176.00,92.96,92.00,27.00,101.12,0.99,6.00,5.71,92.25
5067.815,1644.50,176.00,92.96,92.00,27.00,101.12,0.99,6.00,5.71,92.25
5068.055,1644.50,176.00,92.96,92.00,27.00,101.12,0.99,6.00,5.71,92.25
5068.295,1644.50,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.71,92.25
5068.535,1644.50,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.71,92.25
5068.775,1644.50,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.71,92.25
5069.015,1644.50,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.49,92.25
5069.255,1644.50,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.49,90.75
5069.495,1673.00,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.49,90.75
5069.735,1673.00,176.00,92.96,92.00,27.00,103.07,0.99,6.00,5.49,90.75
5069.975,1673.00,176.00,93.46,92.00,27.00,103.07,0.99,6.00,5.49,90.75
5070.215,1673.00,176.00,93.46,92.00,27.00,103.07,0.99,6.00,5.49,90.75
5070.455,1673.00,176.00,93.46,92.00,27.00,103.07,0.99,6.00,5.49,90.75
5070.695,1673.00,176.00,93.46,92.00,27.00,105.14,0.99,6.00,5.49,90.75
5070.935,1673.00,176.00,93.46,92.00,27.00,105.14,0.99,6.00,5.49,90.75
5071.175,1673.00,176.00,93.46,92.00,27.00,105.14,0.99,6.00,5.49,90.75
5071.415,1673.00,176.00,93.46,92.00,27.00,105.14,0.99,6.00,5.14,90.75
5071.654,1673.00,176.00,93.46,92.00,27.00,105.14,0.99,6.00,5.14,70.50
5071.895,1701.50,176.00,93.46,92.00,27.00,105.14,0.99,6.00,5.14,70.50
5072.135,1701.50,140.00,93.46,92.00,27.00,105.14,0.99,6.00,5.14,70.50
5072.375,1701.50,140.00,94.06,92.00,27.00,105.14,0.99,6.00,5.14,70.50
5072.614,1701.50,140.00,94.06,92.00,27.00,105.14,0.99,6.00,5.14,70.50
5072.855,1701.50,140.00,94.06,92.00,27.00,105.14,0.99,6.00,5.14,70.50
5073.095,1701.50,140.00,94.06,92.00,27.00,105.76,0.99,6.00,5.14,70.50
5073.335,1701.50,140.00,94.06,92.00,27.00,105.76,0.99,6.00,5.14,70.50
5073.575,1701.50,140.00,94.06,92.00,27.00,105.76,0.99,7.50,5.14,70.50
5073.815,1701.50,140.00,94.06,92.00,27.00,105.76,0.99,7.50,2.51,70.50
5074.055,1701.50,140.00,94.06,92.00,27.00,105.76,0.99,7.50,2.51,10.50
5074.295,1648.00,140.00,94.06,92.00,27.00,105.76,0.99,7.50,2.51,10.50
5074.535,1648.00,32.00,94.06,92.00,27.00,105.76,0.99,7.50,2.51,10.50
5074.775,1648.00,32.00,94.66,92.00,27.00,105.76,0.99,7.50,2.51,10.50
5075.015,1648.00,32.00,94.66,92.00,27.00,105.76,0.99,7.50,2.51,10.50
5075.255,1648.00,32.00,94.66,92.00,27.00,105.76,0.99,7.50,2.51,10.50
5075.495,1648.00,32.00,94.66,92.00,27.00,100.60,0.99,7.50,2.51,10.50
5075.736,1648.00,32.00,94.66,92.00,27.00,100.60,0.99,7.50,2.51,10.50
5075.975,1648.00,32.00,94.66,92.00,27.00,100.60,0.99,19.50,2.51,10.50
5076.215,1648.00,32.00,94.66,92.00,27.00,100.60,0.99,19.50,1.30,10.50
5076.455,1648.00,32.00,94.66,92.00,27.00,100.60,0.99,19.50,1.30,45.75
5076.695,1596.00,32.00,94.66,92.00,27.00,100.60,0.99,19.50,1.30,45.75
5076.935,1596.00,100.00,94.66,92.00,27.00,100.60,0.99,19.50,1.30,45.75
5077.175,1596.00,100.00,95.06,92.00,27.00,100.60,0.99,19.50,1.30,45.75
5077.415,1596.00,100.00,95.06,92.00,27.00,100.60,0.99,19.50,1.30,45.75
5077.654,1596.00,100.00,95.06,92.00,27.00,100.60,0.99,19.50,1.30,45.75
5077.895,1596.00,100.00,95.06,92.00,27.00,98.35,0.99,19.50,1.30,45.75
5078.135,1596.00,100.00,95.06,92.00,27.00,98.35,0.99,19.50,1.30,45.75
5078.375,1596.00,100.00,95.06,92.00,27.00,98.35,0.99,6.00,1.30,45.75
5078.615,1596.00,100.00,95.06,92.00,27.00,98.35,0.99,6.00,3.10,45.75
5078.855,1596.00,100.00,95.06,92.00,27.00,98.35,0.99,6.00,3.10,62.25
5079.095,1573.00,100.00,95.06,92.00,27.00,98.35,0.99,6.00,3.10,62.25
5079.335,1573.00,112.00,95.06,92.00,27.00,98.35,0.99,6.00,3.10,62.25
5079.575,1573.00,112.00,94.96,92.00,27.00,98.35,0.99,6.00,3.10,62.25
5079.815,1573.00,112.00,94.96,92.00,27.00,98.35,0.99,6.00,3.10,62.25
5080.054,1573.00,112.00,94.96,92.00,27.00,98.35,0.99,6.00,3.10,62.25
5080.295,1573.00,112.00,94.96,92.00,27.00,97.46,0.99,6.00,3.10,62.25
5080.535,1573.00,112.00,94.96,92.00,27.00,97.46,0.99,6.00,3.10,62.25
5080.776,1573.00,112.00,94.96,92.00,27.00,97.46,0.99,6.75,3.10,62.25
5081.015,1573.00,112.00,94.96,92.00,27.00,97.46,0.99,6.75,3.31,62.25
5081.255,1573.00,112.00,94.96,92.00,27.00,97.46,0.99,6.75,3.31,69.00
5081.495,1557.50,112.00,94.96,92.00,27.00,97.46,0.99,6.75,3.31,69.00
5081.735,1557.50,124.00,94.96,92.00,27.00,97.46,0.99,6.75,3.31,69.00
5081.975,1557.50,124.00,94.76,92.00,27.00,97.46,0.99,6.75,3.31,69.00
5082.215,1557.50,124.00,94.76,92.00,27.00,97.46,0.99,6.75,3.31,69.00
5082.455,1557.50,124.00,94.76,92.00,27.00,97.46,0.99,6.75,3.31,69.00
5082.695,1557.50,124.00,94.76,92.00,27.00,96.57,0.99,6.75,3.31,69.00
5082.935,1557.50,124.00,94.76,92.00,27.00,96.57,1.00,6.75,3.31,69.00
5083.175,1557.50,124.00,94.76,92.00,27.00,96.57,1.00,6.00,3.31,69.00
5083.415,1557.50,124.00,94.76,92.00,27.00,96.57,1.00,6.00,4.09,69.00
5083.654,1557.50,124.00,94.76,92.00,27.00,96.57,1.00,6.00,4.09,76.50
5083.895,1553.00,124.00,94.76,92.00,27.00,96.57,1.00,6.00,4.09,76.50
5084.135,1553.00,136.00,94.76,92.00,27.00,96.57,1.00,6.00,4.09,76.50
5084.375,1553.00,136.00,94.26,92.00,27.00,96.57,1.00,6.00,4.09,76.50
5084.615,1553.00,136.00,94.26,92.00,27.00,96.57,1.00,6.00,4.09,76.50
5084.855,1553.00,136.00,94.26,92.00,27.00,96.57,1.00,6.00,4.09,76.50
5085.095,1553.00,136.00,94.26,92.00,27.00,96.31,1.00,6.00,4.09,76.50
5085.334,1553.00,136.00,94.26,92.00,27.00,96.31,0.99,6.00,4.09,76.50
5085.575,1553.00,136.00,94.26,92.00,27.00,96.31,0.99,6.00,4.09,76.50
5085.816,1553.00,136.00,94.26,92.00,27.00,96.31,0.99,6.00,4.14,76.50
5086.055,1553.00,136.00,94.26,92.00,27.00,96.31,0.99,6.00,4.14,77.25
5086.295,1542.00,136.00,94.26,92.00,27.00,96.31,0.99,6.00,4.14,77.25
5086.535,1542.00,140.00,94.26,92.00,27.00,96.31,0.99,6.00,4.14,77.25
5086.776,1542.00,140.00,93.96,92.00,27.00,96.31,0.99,6.00,4.14,77.25
5087.015,1542.00,140.00,93.96,92.00,27.00,96.31,0.99,6.00,4.14,77.25
5087.255,1542.00,140.00,93.96,92.00,27.00,96.31,0.99,6.00,4.14,77.25
5087.495,1542.00,140.00,93.96,92.00,27.00,95.52,0.99,6.00,4.14,77.25
5087.735,1542.00,140.00,93.96,92.00,27.00,95.52,0.99,6.00,4.14,77.25
5087.975,1542.00,140.00,93.96,92.00,27.00,95.52,0.99,3.75,4.14,77.25
5088.215,1542.00,140.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,77.25
5088.455,1542.00,140.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,72.00
5088.695,1524.50,140.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,72.00
5088.935,1524.50,128.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,72.00
5089.175,1524.50,128.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,72.00
5089.415,1524.50,128.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,72.00
5089.655,1524.50,128.00,93.96,92.00,27.00,95.52,0.99,3.75,4.35,72.00
5089.895,1524.50,128.00,93.96,92.00,27.00,93.64,0.99,3.75,4.35,72.00
5090.135,1524.50,128.00,93.96,92.00,27.00,93.64,0.99,3.75,4.35,72.00
5090.375,1524.50,128.00,93.96,92.00,27.00,93.64,0.99,7.50,4.35,72.00
5090.616,1524.50,128.00,93.96,92.00,27.00,93.64,0.99,7.50,3.55,72.00
5090.856,1524.50,128.00,93.96,92.00,27.00,93.64,0.99,7.50,3.55,77.25
5091.095,1498.00,128.00,93.96,92.00,27.00,93.64,0.99,7.50,3.55,77.25
5091.335,1498.00,148.00,93.96,92.00,27.00,93.64,0.99,7.50,3.55,77.25
5091.575,1498.00,148.00,94.06,92.00,27.00,93.64,0.99,7.50,3.55,77.25
5091.815,1498.00,148.00,94.06,92.00,27.00,93.64,0.99,7.50,3.55,77.25
5092.055,1498.00,148.00,94.06,92.00,27.00,93.64,0.99,7.50,3.55,77.25
5092.295,1498.00,148.00,94.06,92.00,27.00,92.41,0.99,7.50,3.55,77.25
5092.535,1498.00,148.00,94.06,92.00,27.00,92.41,0.99,7.50,3.55,77.25
5092.775,1498.00,148.00,94.06,92.00,27.00,92.41,0.99,4.50,3.55,77.25
5093.015,1498.00,148.00,94.06,92.00,27.00,92.41,0.99,4.50,4.14,77.25
5093.255,1498.00,148.00,94.06,92.00,27.00,92.41,0.99,4.50,4.14,72.75
5093.495,1467.00,148.00,94.06,92.00,27.00,92.41,0.99,4.50,4.14,72.75
5093.735,1467.00,92.00,94.06,92.00,27.00,92.41,0.99,4.50,4.14,72.75
5093.975,1467.00,92.00,94.16,92.00,27.00,92.41,0.99,4.50,4.14,72.75
5094.215,1467.00,92.00,94.16,92.00,27.00,92.41,0.99,4.50,4.14,72.75
5094.485,1467.00,92.00,94.16,92.00,27.00,92.41,0.99,4.50,4.14,72.75
5094.725,1467.00,92.00,94.16,92.00,27.00,89.93,0.99,4.50,4.14,72.75
5094.965,1467.00,92.00,94.16,92.00,27.00,89.93,1.01,4.50,4.14,72.75
5095.205,1467.00,92.00,94.16,92.00,27.00,89.93,1.01,0.00,4.14,72.75
5095.445,1467.00,92.00,94.16,92.00,27.00,89.93,1.01,0.00,3.73,72.75
5095.685,1467.00,92.00,94.16,92.00,27.00,89.93,1.01,0.00,3.73,84.00
5095.955,1441.00,92.00,94.16,92.00,27.00,89.93,1.01,0.00,3.73,84.00
5096.195,1441.00,152.00,94.16,92.00,27.00,89.93,1.01,0.00,3.73,84.00
5096.435,1441.00,152.00,94.36,92.00,27.00,89.93,1.01,0.00,3.73,84.00
5096.674,1441.00,152.00,94.36,92.00,27.00,89.93,1.01,0.00,3.73,84.00
5096.916,1441.00,152.00,94.36,92.00,27.00,89.93,1.01,0.00,3.73,84.00
5097.155,1441.00,152.00,94.36,92.00,27.00,89.15,1.01,0.00,3.73,84.00
5097.395,1441.00,152.00,94.36,92.00,27.00,89.15,1.00,0.00,3.73,84.00
5097.635,1441.00,152.00,94.36,92.00,27.00,89.15,1.00,1.50,3.73,84.00
5097.875,1441.00,152.00,94.36,92.00,27.00,89.15,1.00,1.50,4.98,84.00
5098.115,1441.00,152.00,94.36,92.00,27.00,89.15,1.00,1.50,4.98,99.00
5098.355,1431.00,152.00,94.36,92.00,27.00,89.15,1.00,1.50,4.98,99.00
5098.595,1431.00,176.00,94.36,92.00,27.00,89.15,1.00,1.50,4.98,99.00
5098.835,1431.00,176.00,94.56,92.00,27.00,89.15,1.00,1.50,4.98,99.00
5099.075,1431.00,176.00,94.56,92.00,27.00,89.15,1.00,1.50,4.98,99.00
5099.315,1431.00,176.00,94.56,92.00,27.00,89.15,1.00,1.50,4.98,99.00
5099.585,1431.00,176.00,94.56,92.00,27.00,89.11,1.00,1.50,4.98,99.00
5099.825,1431.00,176.00,94.56,92.00,27.00,89.11,0.99,1.50,4.98,99.00
5100.065,1431.00,176.00,94.56,92.00,27.00,89.11,0.99,0.00,4.98,99.00
5100.305,1431.00,176.00,94.56,92.00,27.00,89.11,0.99,0.00,5.58,99.00
5100.545,1431.00,176.00,94.56,92.00,27.00,89.11,0.99,0.00,5.58,101.25
5100.784,1736.00,176.00,94.56,92.00,27.00,89.11,0.99,0.00,5.58,101.25
5101.024,1736.00,224.00,94.56,92.00,27.00,89.11,0.99,0.00,5.58,101.25
5101.265,1736.00,224.00,94.76,92.00,27.00,89.11,0.99,0.00,5.58,101.25
5101.505,1736.00,224.00,94.76,92.00,27.00,89.11,0.99,0.00,5.58,101.25
5101.745,1736.00,224.00,94.76,92.00,27.00,89.11,0.99,0.00,5.58,101.25
5101.985,1736.00,224.00,94.76,92.00,27.00,91.33,0.99,0.00,5.58,101.25
5102.225,1736.00,224.00,94.76,92.00,27.00,91.33,0.99,0.00,5.58,101.25
5102.465,1736.00,224.00,94.76,92.00,27.00,91.33,0.99,9.75,5.58,101.25
5102.705,1736.00,224.00,94.76,92.00,27.00,91.33,0.99,9.75,6.08,101.25
5102.945,1736.00,224.00,94.76,92.00,27.00,91.33,0.99,9.75,6.08,93.00
5103.185,2366.50,224.00,94.76,92.00,27.00,91.33,0.99,9.75,6.08,93.00
5103.425,2366.50,260.00,94.76,92.00,27.00,91.33,0.99,9.75,6.08,93.00
5103.664,2366.50,260.00,94.86,92.00,27.00,91.33,0.99,9.75,6.08,93.00
5103.905,2366.50,260.00,94.86,93.00,27.00,91.33,0.99,9.75,6.08,93.00
5104.145,2366.50,260.00,94.86,93.00,27.00,91.33,0.99,9.75,6.08,93.00
