Time,"Engine speed","Air mass flow","Coolant temperature","Oil temperature","Ambient temperature","Vehicle speed","Lambda actual value","Actual ignition angle","Boost pressure","Relative air filling"
0.000,0,0,0,0,0,107.59,0,0,0,0
0.150,0,0,0,0,0,107.59,1.00,0,0,0
0.300,0,0,0,0,0,107.59,1.00,25.50,0,0
0.450,0,0,0,0,0,107.59,1.00,25.50,2.98,0
0.600,0,0,0,0,0,107.59,1.00,25.50,2.98,43.50
0.750,2704.00,0,0,0,0,107.59,1.00,25.50,2.98,43.50
0.900,2704.00,136.00,0,0,0,107.59,1.00,25.50,2.98,43.50
1.050,2704.00,136.00,93.36,0,0,107.59,1.00,25.50,2.98,43.50
1.200,2704.00,136.00,93.36,93.00,0,107.59,1.00,25.50,2.98,43.50
1.350,2704.00,136.00,93.36,93.00,34.00,107.59,1.00,25.50,2.98,43.50
1.500,2704.00,136.00,93.36,93.00,34.00,108.35,1.00,25.50,2.98,43.50
1.649,2704.00,136.00,93.36,93.00,34.00,108.35,0.97,25.50,2.98,43.50
1.800,2704.00,136.00,93.36,93.00,34.00,108.35,0.97,19.50,2.98,43.50
1.950,2704.00,136.00,93.36,93.00,34.00,108.35,0.97,19.50,3.98,43.50
2.100,2704.00,136.00,93.36,93.00,34.00,108.35,0.97,19.50,3.98,58.50
2.250,2740.50,136.00,93.36,93.00,34.00,108.35,0.97,19.50,3.98,58.50
2.400,2740.50,236.00,93.36,93.00,34.00,108.35,0.97,19.50,3.98,58.50
2.580,2740.50,236.00,93.26,93.00,34.00,108.35,0.97,19.50,3.98,58.50
2.730,2740.50,236.00,93.26,93.00,34.00,108.35,0.97,19.50,3.98,58.50
2.880,2740.50,236.00,93.26,93.00,34.00,108.35,0.97,19.50,3.98,58.50
3.030,2740.50,236.00,93.26,93.00,34.00,110.84,0.97,19.50,3.98,58.50
3.180,2740.50,236.00,93.26,93.00,34.00,110.84,1.00,19.50,3.98,58.50
3.330,2740.50,236.00,93.26,93.00,34.00,110.84,1.00,13.50,3.98,58.50
3.480,2740.50,236.00,93.26,93.00,34.00,110.84,1.00,13.50,3.11,58.50
3.630,2740.50,236.00,93.26,93.00,34.00,110.84,1.00,13.50,3.11,72.75
3.780,2816.50,236.00,93.26,93.00,34.00,110.84,1.00,13.50,3.11,72.75
3.960,2816.50,236.00,93.26,93.00,34.00,110.84,1.00,13.50,3.11,72.75
4.110,2816.50,236.00,93.16,93.00,34.00,110.84,1.00,13.50,3.11,72.75
4.260,2816.50,236.00,93.16,93.00,34.00,110.84,1.00,13.50,3.11,72.75
4.410,2816.50,236.00,93.16,93.00,34.00,110.84,1.00,13.50,3.11,72.75
4.560,2816.50,236.00,93.16,93.00,34.00,113.90,1.00,13.50,3.11,72.75
4.710,2816.50,236.00,93.16,93.00,34.00,113.90,0.99,13.50,3.11,72.75
4.861,2816.50,236.00,93.16,93.00,34.00,113.90,0.99,3.75,3.11,72.75
5.010,2816.50,236.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,72.75
5.160,2816.50,236.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,18.00
5.310,2825.00,236.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,18.00
5.460,2825.00,56.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,18.00
5.610,2825.00,56.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,18.00
5.760,2825.00,56.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,18.00
5.910,2825.00,56.00,93.16,93.00,34.00,113.90,0.99,3.75,3.66,18.00
6.060,2825.00,56.00,93.16,93.00,34.00,111.60,0.99,3.75,3.66,18.00
6.210,2825.00,56.00,93.16,93.00,34.00,111.60,0.99,3.75,3.66,18.00
6.360,2825.00,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,3.66,18.00
6.510,2825.00,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
6.659,2825.00,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
6.810,2728.50,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
6.960,2728.50,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
7.110,2728.50,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
7.260,2728.50,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
7.410,2728.50,56.00,93.16,93.00,34.00,111.60,0.99,-0.75,1.03,18.00
7.560,2728.50,56.00,93.16,93.00,34.00,107.54,0.99,-0.75,1.03,18.00
7.710,2728.50,56.00,93.16,93.00,34.00,107.54,6.43,-0.75,1.03,18.00
7.860,2728.50,56.00,93.16,93.00,34.00,107.54,6.43,-4.50,1.03,18.00
8.010,2728.50,56.00,93.16,93.00,34.00,107.54,6.43,-4.50,0.60,18.00
8.160,2728.50,56.00,93.16,93.00,34.00,107.54,6.43,-4.50,0.60,30.75
8.310,2645.50,56.00,93.16,93.00,34.00,107.54,6.43,-4.50,0.60,30.75
8.460,2645.50,108.00,93.16,93.00,34.00,107.54,6.43,-4.50,0.60,30.75
8.610,2645.50,108.00,93.26,93.00,34.00,107.54,6.43,-4.50,0.60,30.75
8.760,2645.50,108.00,93.26,93.00,34.00,107.54,6.43,-4.50,0.60,30.75
8.910,2645.50,108.00,93.26,93.00,34.00,107.54,6.43,-4.50,0.60,30.75
9.120,2645.50,108.00,93.26,93.00,34.00,105.37,6.43,-4.50,0.60,30.75
9.270,2645.50,108.00,93.26,93.00,34.00,105.37,1.00,-4.50,0.60,30.75
9.420,2645.50,108.00,93.26,93.00,34.00,105.37,1.00,26.25,0.60,30.75
9.570,2645.50,108.00,93.26,93.00,34.00,105.37,1.00,26.25,1.78,30.75
9.720,2645.50,108.00,93.26,93.00,34.00,105.37,1.00,26.25,1.78,39.75
9.870,2633.50,108.00,93.26,93.00,34.00,105.37,1.00,26.25,1.78,39.75
10.020,2633.50,124.00,93.26,93.00,34.00,105.37,1.00,26.25,1.78,39.75
10.170,2633.50,124.00,93.16,93.00,34.00,105.37,1.00,26.25,1.78,39.75
10.320,2633.50,124.00,93.16,93.00,34.00,105.37,1.00,26.25,1.78,39.75
10.470,2633.50,124.00,93.16,93.00,34.00,105.37,1.00,26.25,1.78,39.75
10.620,2633.50,124.00,93.16,93.00,34.00,104.81,1.00,26.25,1.78,39.75
10.770,2633.50,124.00,93.16,93.00,34.00,104.81,1.03,26.25,1.78,39.75
10.920,2633.50,124.00,93.16,93.00,34.00,104.81,1.03,-3.00,1.78,39.75
11.070,2633.50,124.00,93.16,93.00,34.00,104.81,1.03,-3.00,1.89,39.75
11.220,2633.50,124.00,93.16,93.00,34.00,104.81,1.03,-3.00,1.89,17.25
11.370,2569.00,124.00,93.16,93.00,34.00,104.81,1.03,-3.00,1.89,17.25
11.520,2569.00,48.00,93.16,93.00,34.00,104.81,1.03,-3.00,1.89,17.25
11.670,2569.00,48.00,92.96,93.00,34.00,104.81,1.03,-3.00,1.89,17.25
11.820,2569.00,48.00,92.96,93.00,34.00,104.81,1.03,-3.00,1.89,17.25
11.970,2569.00,48.00,92.96,93.00,34.00,104.81,1.03,-3.00,1.89,17.25
12.120,2569.00,48.00,92.96,93.00,34.00,101.25,1.03,-3.00,1.89,17.25
12.270,2569.00,48.00,92.96,93.00,34.00,101.25,0.96,-3.00,1.89,17.25
12.420,2569.00,48.00,92.96,93.00,34.00,101.25,0.96,24.75,1.89,17.25
12.570,2569.00,48.00,92.96,93.00,34.00,101.25,0.96,24.75,1.30,17.25
12.720,2569.00,48.00,92.96,93.00,34.00,101.25,0.96,24.75,1.30,40.50
12.870,2523.50,48.00,92.96,93.00,34.00,101.25,0.96,24.75,1.30,40.50
13.020,2523.50,124.00,92.96,93.00,34.00,101.25,0.96,24.75,1.30,40.50
13.170,2523.50,124.00,92.76,93.00,34.00,101.25,0.96,24.75,1.30,40.50
13.320,2523.50,124.00,92.76,93.00,34.00,101.25,0.96,24.75,1.30,40.50
13.470,2523.50,124.00,92.76,93.00,34.00,101.25,0.96,24.75,1.30,40.50
13.620,2523.50,124.00,92.76,93.00,34.00,100.64,0.96,24.75,1.30,40.50
13.770,2523.50,124.00,92.76,93.00,34.00,100.64,0.98,24.75,1.30,40.50
13.920,2523.50,124.00,92.76,93.00,34.00,100.64,0.98,18.75,1.30,40.50
14.100,2523.50,124.00,92.76,93.00,34.00,100.64,0.98,18.75,3.36,40.50
14.250,2523.50,124.00,92.76,93.00,34.00,100.64,0.98,18.75,3.36,59.25
14.430,2524.50,124.00,92.76,93.00,34.00,100.64,0.98,18.75,3.36,59.25
14.610,2524.50,168.00,92.76,93.00,34.00,100.64,0.98,18.75,3.36,59.25
14.760,2524.50,168.00,92.56,93.00,34.00,100.64,0.98,18.75,3.36,59.25
14.910,2524.50,168.00,92.56,93.00,34.00,100.64,0.98,18.75,3.36,59.25
15.060,2524.50,168.00,92.56,93.00,34.00,100.64,0.98,18.75,3.36,59.25
15.210,2524.50,168.00,92.56,93.00,34.00,100.55,0.98,18.75,3.36,59.25
15.360,2524.50,168.00,92.56,93.00,34.00,100.55,1.02,18.75,3.36,59.25
15.510,2524.50,168.00,92.56,93.00,34.00,100.55,1.02,23.25,3.36,59.25
15.660,2524.50,168.00,92.56,93.00,34.00,100.55,1.02,23.25,3.29,59.25
15.810,2524.50,168.00,92.56,93.00,34.00,100.55,1.02,23.25,3.29,49.50
15.960,2517.50,168.00,92.56,93.00,34.00,100.55,1.02,23.25,3.29,49.50
16.110,2517.50,144.00,92.56,93.00,34.00,100.55,1.02,23.25,3.29,49.50
16.260,2517.50,144.00,92.46,93.00,34.00,100.55,1.02,23.25,3.29,49.50
16.410,2517.50,144.00,92.46,93.00,34.00,100.55,1.02,23.25,3.29,49.50
16.560,2517.50,144.00,92.46,93.00,34.00,100.55,1.02,23.25,3.29,49.50
16.710,2517.50,144.00,92.46,93.00,34.00,99.96,1.02,23.25,3.29,49.50
16.860,2517.50,144.00,92.46,93.00,34.00,99.96,0.99,23.25,3.29,49.50
17.040,2517.50,144.00,92.46,93.00,34.00,99.96,0.99,15.00,3.29,49.50
17.190,2517.50,144.00,92.46,93.00,34.00,99.96,0.99,15.00,3.85,49.50
17.340,2517.50,144.00,92.46,93.00,34.00,99.96,0.99,15.00,3.85,63.00
17.490,2517.50,144.00,92.46,93.00,34.00,99.96,0.99,15.00,3.85,63.00
17.640,2517.50,184.00,92.46,93.00,34.00,99.96,0.99,15.00,3.85,63.00
17.790,2517.50,184.00,92.36,93.00,34.00,99.96,0.99,15.00,3.85,63.00
17.940,2517.50,184.00,92.36,93.00,34.00,99.96,0.99,15.00,3.85,63.00
18.090,2517.50,184.00,92.36,93.00,34.00,99.96,0.99,15.00,3.85,63.00
18.240,2517.50,184.00,92.36,93.00,34.00,100.55,0.99,15.00,3.85,63.00
18.390,2517.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.85,63.00
18.540,2517.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.85,63.00
18.690,2517.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,63.00
18.840,2517.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,61.50
18.990,2527.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,61.50
19.140,2527.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,61.50
19.320,2527.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,61.50
19.470,2527.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,61.50
19.620,2527.50,184.00,92.36,93.00,34.00,100.55,1.00,15.00,3.77,61.50
19.770,2527.50,184.00,92.36,93.00,34.00,100.92,1.00,15.00,3.77,61.50
19.920,2527.50,184.00,92.36,93.00,34.00,100.92,0.98,15.00,3.77,61.50
20.070,2527.50,184.00,92.36,93.00,34.00,100.92,0.98,9.00,3.77,61.50
20.220,2527.50,184.00,92.36,93.00,34.00,100.92,0.98,9.00,4.61,61.50
20.370,2527.50,184.00,92.36,93.00,34.00,100.92,0.98,9.00,4.61,78.00
20.520,2557.50,184.00,92.36,93.00,34.00,100.92,0.98,9.00,4.61,78.00
20.670,2557.50,220.00,92.36,93.00,34.00,100.92,0.98,9.00,4.61,78.00
20.820,2557.50,220.00,92.46,93.00,34.00,100.92,0.98,9.00,4.61,78.00
20.970,2557.50,220.00,92.46,93.00,34.00,100.92,0.98,9.00,4.61,78.00
21.120,2557.50,220.00,92.46,93.00,33.50,100.92,0.98,9.00,4.61,78.00
21.270,2557.50,220.00,92.46,93.00,33.50,102.49,0.98,9.00,4.61,78.00
21.420,2557.50,220.00,92.46,93.00,33.50,102.49,0.99,9.00,4.61,78.00
21.570,2557.50,220.00,92.46,93.00,33.50,102.49,0.99,17.25,4.61,78.00
21.720,2557.50,220.00,92.46,93.00,33.50,102.49,0.99,17.25,3.88,78.00
21.870,2557.50,220.00,92.46,93.00,33.50,102.49,0.99,17.25,3.88,66.00
22.020,2581.50,220.00,92.46,93.00,33.50,102.49,0.99,17.25,3.88,66.00
22.170,2581.50,228.00,92.46,93.00,33.50,102.49,0.99,17.25,3.88,66.00
22.320,2581.50,228.00,92.56,93.00,33.50,102.49,0.99,17.25,3.88,66.00
22.470,2581.50,228.00,92.56,93.00,33.50,102.49,0.99,17.25,3.88,66.00
22.620,2581.50,228.00,92.56,93.00,33.50,102.49,0.99,17.25,3.88,66.00
22.770,2581.50,228.00,92.56,93.00,33.50,103.30,0.99,17.25,3.88,66.00
22.920,2581.50,228.00,92.56,93.00,33.50,103.30,1.00,17.25,3.88,66.00
23.070,2581.50,228.00,92.56,93.00,33.50,103.30,1.00,15.00,3.88,66.00
23.220,2581.50,228.00,92.56,93.00,33.50,103.30,1.00,15.00,3.61,66.00
23.370,2581.50,228.00,92.56,93.00,33.50,103.30,1.00,15.00,3.61,63.75
23.520,2598.00,228.00,92.56,93.00,33.50,103.30,1.00,15.00,3.61,63.75
23.670,2598.00,192.00,92.56,93.00,33.50,103.30,1.00,15.00,3.61,63.75
23.820,2598.00,192.00,92.86,93.00,33.50,103.30,1.00,15.00,3.61,63.75
23.969,2598.00,192.00,92.86,93.00,33.50,103.30,1.00,15.00,3.61,63.75
24.120,2598.00,192.00,92.86,93.00,33.50,103.30,1.00,15.00,3.61,63.75
24.270,2598.00,192.00,92.86,93.00,33.50,103.73,1.00,15.00,3.61,63.75
24.450,2598.00,192.00,92.86,93.00,33.50,103.73,0.99,15.00,3.61,63.75
24.600,2598.00,192.00,92.86,93.00,33.50,103.73,0.99,-3.75,3.61,63.75
24.750,2598.00,192.00,92.86,93.00,33.50,103.73,0.99,-3.75,3.36,63.75
24.900,2598.00,192.00,92.86,93.00,33.50,103.73,0.99,-3.75,3.36,16.50
25.050,2546.00,192.00,92.86,93.00,33.50,103.73,0.99,-3.75,3.36,16.50
25.200,2546.00,56.00,92.86,93.00,33.50,103.73,0.99,-3.75,3.36,16.50
25.350,2546.00,56.00,93.06,93.00,33.50,103.73,0.99,-3.75,3.36,16.50
25.500,2546.00,56.00,93.06,93.00,33.50,103.73,0.99,-3.75,3.36,16.50
25.650,2546.00,56.00,93.06,93.00,33.50,103.73,0.99,-3.75,3.36,16.50
25.800,2546.00,56.00,93.06,93.00,33.50,100.97,0.99,-3.75,3.36,16.50
25.950,2546.00,56.00,93.06,93.00,33.50,100.97,1.04,-3.75,3.36,16.50
26.100,2546.00,56.00,93.06,93.00,33.50,100.97,1.04,23.25,3.36,16.50
26.250,2546.00,56.00,93.06,93.00,33.50,100.97,1.04,23.25,2.66,16.50
26.400,2546.00,56.00,93.06,93.00,33.50,100.97,1.04,23.25,2.66,53.25
26.550,2526.50,56.00,93.06,93.00,33.50,100.97,1.04,23.25,2.66,53.25
26.700,2526.50,168.00,93.06,93.00,33.50,100.97,1.04,23.25,2.66,53.25
26.880,2526.50,168.00,93.36,93.00,33.50,100.97,1.04,23.25,2.66,53.25
27.030,2526.50,168.00,93.36,93.00,33.50,100.97,1.04,23.25,2.66,53.25
27.180,2526.50,168.00,93.36,93.00,33.50,100.97,1.04,23.25,2.66,53.25
27.330,2526.50,168.00,93.36,93.00,33.50,100.73,1.04,23.25,2.66,53.25
27.480,2526.50,168.00,93.36,93.00,33.50,100.73,0.99,23.25,2.66,53.25
27.630,2526.50,168.00,93.36,93.00,33.50,100.73,0.99,13.50,2.66,53.25
27.780,2526.50,168.00,93.36,93.00,33.50,100.73,0.99,13.50,3.59,53.25
27.930,2526.50,168.00,93.36,93.00,33.50,100.73,0.99,13.50,3.59,63.00
28.080,2533.50,168.00,93.36,93.00,33.50,100.73,0.99,13.50,3.59,63.00
28.230,2533.50,204.00,93.36,93.00,33.50,100.73,0.99,13.50,3.59,63.00
28.380,2533.50,204.00,93.46,93.00,33.50,100.73,0.99,13.50,3.59,63.00
28.530,2533.50,204.00,93.46,93.00,33.50,100.73,0.99,13.50,3.59,63.00
28.680,2533.50,204.00,93.46,93.00,33.50,100.73,0.99,13.50,3.59,63.00
28.860,2533.50,204.00,93.46,93.00,33.50,101.71,0.99,13.50,3.59,63.00
29.010,2533.50,204.00,93.46,93.00,33.50,101.71,0.99,13.50,3.59,63.00
29.160,2533.50,204.00,93.46,93.00,33.50,101.71,0.99,11.25,3.59,63.00
29.310,2533.50,204.00,93.46,93.00,33.50,101.71,0.99,11.25,3.85,63.00
29.460,2533.50,204.00,93.46,93.00,33.50,101.71,0.99,11.25,3.85,69.75
29.610,2565.00,204.00,93.46,93.00,33.50,101.71,0.99,11.25,3.85,69.75
29.760,2565.00,204.00,93.46,93.00,33.50,101.71,0.99,11.25,3.85,69.75
29.910,2565.00,204.00,93.66,93.00,33.50,101.71,0.99,11.25,3.85,69.75
30.060,2565.00,204.00,93.66,93.00,33.50,101.71,0.99,11.25,3.85,69.75
30.210,2565.00,204.00,93.66,93.00,33.50,101.71,0.99,11.25,3.85,69.75
30.390,2565.00,204.00,93.66,93.00,33.50,102.57,0.99,11.25,3.85,69.75
30.540,2565.00,204.00,93.66,93.00,33.50,102.57,0.99,11.25,3.85,69.75
30.720,2565.00,204.00,93.66,93.00,33.50,102.57,0.99,12.00,3.85,69.75
30.870,2565.00,204.00,93.66,93.00,33.50,102.57,0.99,12.00,2.60,69.75
31.020,2565.00,204.00,93.66,93.00,33.50,102.57,0.99,12.00,2.60,64.50
31.170,2593.00,204.00,93.66,93.00,33.50,102.57,0.99,12.00,2.60,64.50
31.320,2593.00,136.00,93.66,93.00,33.50,102.57,0.99,12.00,2.60,64.50
31.470,2593.00,136.00,93.76,93.00,33.50,102.57,0.99,12.00,2.60,64.50
31.620,2593.00,136.00,93.76,93.00,33.50,102.57,0.99,12.00,2.60,64.50
31.770,2593.00,136.00,93.76,93.00,33.50,102.57,0.99,12.00,2.60,64.50
31.920,2593.00,136.00,93.76,93.00,33.50,103.11,0.99,12.00,2.60,64.50
32.070,2593.00,136.00,93.76,93.00,33.50,103.11,0.99,12.00,2.60,64.50
32.220,2593.00,136.00,93.76,93.00,33.50,103.11,0.99,16.50,2.60,64.50
32.370,2593.00,136.00,93.76,93.00,33.50,103.11,0.99,16.50,3.65,64.50
32.520,2593.00,136.00,93.76,93.00,33.50,103.11,0.99,16.50,3.65,56.25
32.670,2585.50,136.00,93.76,93.00,33.50,103.11,0.99,16.50,3.65,56.25
32.820,2585.50,168.00,93.76,93.00,33.50,103.11,0.99,16.50,3.65,56.25
32.970,2585.50,168.00,93.96,93.00,33.50,103.11,0.99,16.50,3.65,56.25
33.120,2585.50,168.00,93.96,93.00,33.50,103.11,0.99,16.50,3.65,56.25
33.300,2585.50,168.00,93.96,93.00,33.50,103.11,0.99,16.50,3.65,56.25
33.450,2585.50,168.00,93.96,93.00,33.50,103.11,0.99,16.50,3.65,56.25
33.600,2585.50,168.00,93.96,93.00,33.50,103.11,1.00,16.50,3.65,56.25
33.750,2585.50,168.00,93.96,93.00,33.50,103.11,1.00,16.50,3.65,56.25
33.900,2585.50,168.00,93.96,93.00,33.50,103.11,1.00,16.50,3.57,56.25
34.050,2585.50,168.00,93.96,93.00,33.50,103.11,1.00,16.50,3.57,57.00
34.200,2575.00,168.00,93.96,93.00,33.50,103.11,1.00,16.50,3.57,57.00
34.350,2575.00,176.00,93.96,93.00,33.50,103.11,1.00,16.50,3.57,57.00
34.500,2575.00,176.00,94.06,93.00,33.50,103.11,1.00,16.50,3.57,57.00
34.680,2575.00,176.00,94.06,93.00,33.50,103.11,1.00,16.50,3.57,57.00
34.830,2575.00,176.00,94.06,93.00,33.50,103.11,1.00,16.50,3.57,57.00
34.980,2575.00,176.00,94.06,93.00,33.50,103.09,1.00,16.50,3.57,57.00
35.130,2575.00,176.00,94.06,93.00,33.50,103.09,0.97,16.50,3.57,57.00
35.280,2575.00,176.00,94.06,93.00,33.50,103.09,0.97,13.50,3.57,57.00
35.430,2575.00,176.00,94.06,93.00,33.50,103.09,0.97,13.50,3.36,57.00
35.580,2575.00,176.00,94.06,93.00,33.50,103.09,0.97,13.50,3.36,63.00
35.730,2595.50,176.00,94.06,93.00,33.50,103.09,0.97,13.50,3.36,63.00
35.880,2595.50,184.00,94.06,93.00,33.50,103.09,0.97,13.50,3.36,63.00
36.030,2595.50,184.00,94.16,93.00,33.50,103.09,0.97,13.50,3.36,63.00
36.180,2595.50,184.00,94.16,93.00,33.50,103.09,0.97,13.50,3.36,63.00
36.330,2595.50,184.00,94.16,93.00,33.50,103.09,0.97,13.50,3.36,63.00
36.480,2595.50,184.00,94.16,93.00,33.50,103.62,0.97,13.50,3.36,63.00
36.630,2595.50,184.00,94.16,93.00,33.50,103.62,1.00,13.50,3.36,63.00
36.780,2595.50,184.00,94.16,93.00,33.50,103.62,1.00,18.00,3.36,63.00
36.930,2595.50,184.00,94.16,93.00,33.50,103.62,1.00,18.00,3.82,63.00
37.080,2595.50,184.00,94.16,93.00,33.50,103.62,1.00,18.00,3.82,17.25
37.230,2548.00,184.00,94.16,93.00,33.50,103.62,1.00,18.00,3.82,17.25
37.380,2548.00,48.00,94.16,93.00,33.50,103.62,1.00,18.00,3.82,17.25
37.530,2548.00,48.00,94.36,93.00,33.50,103.62,1.00,18.00,3.82,17.25
37.680,2548.00,48.00,94.36,94.00,33.50,103.62,1.00,18.00,3.82,17.25
37.830,2548.00,48.00,94.36,94.00,33.50,103.62,1.00,18.00,3.82,17.25
37.980,2548.00,48.00,94.36,94.00,33.50,100.24,1.00,18.00,3.82,17.25
38.130,2548.00,48.00,94.36,94.00,33.50,100.24,2.83,18.00,3.82,17.25
38.280,2548.00,48.00,94.36,94.00,33.50,100.24,2.83,19.50,3.82,17.25
38.430,2548.00,48.00,94.36,94.00,33.50,100.24,2.83,19.50,0.97,17.25
38.580,2548.00,48.00,94.36,94.00,33.50,100.24,2.83,19.50,0.97,43.50
38.730,2470.50,48.00,94.36,94.00,33.50,100.24,2.83,19.50,0.97,43.50
38.880,2470.50,132.00,94.36,94.00,33.50,100.24,2.83,19.50,0.97,43.50
39.030,2470.50,132.00,94.46,94.00,33.50,100.24,2.83,19.50,0.97,43.50
39.180,2470.50,132.00,94.46,93.00,33.50,100.24,2.83,19.50,0.97,43.50
39.330,2470.50,132.00,94.46,93.00,33.50,100.24,2.83,19.50,0.97,43.50
39.480,2470.50,132.00,94.46,93.00,33.50,98.30,2.83,19.50,0.97,43.50
39.630,2470.50,132.00,94.46,93.00,33.50,98.30,0.98,19.50,0.97,43.50
39.810,2470.50,132.00,94.46,93.00,33.50,98.30,0.98,21.00,0.97,43.50
39.960,2470.50,132.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,43.50
40.110,2470.50,132.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,51.00
40.260,2454.00,132.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,51.00
40.410,2454.00,148.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,51.00
40.560,2454.00,148.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,51.00
40.710,2454.00,148.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,51.00
40.860,2454.00,148.00,94.46,93.00,33.50,98.30,0.98,21.00,2.98,51.00
41.010,2454.00,148.00,94.46,93.00,33.50,97.92,0.98,21.00,2.98,51.00
41.160,2454.00,148.00,94.46,93.00,33.50,97.92,1.03,21.00,2.98,51.00
41.310,2454.00,148.00,94.46,93.00,33.50,97.92,1.03,13.50,2.98,51.00
41.460,2454.00,148.00,94.46,93.00,33.50,97.92,1.03,13.50,3.22,51.00
41.610,2454.00,148.00,94.46,93.00,33.50,97.92,1.03,13.50,3.22,82.50
41.760,2473.00,148.00,94.46,93.00,33.50,97.92,1.03,13.50,3.22,82.50
41.940,2473.00,232.00,94.46,93.00,33.50,97.92,1.03,13.50,3.22,82.50
42.090,2473.00,232.00,94.46,93.00,33.50,97.92,1.03,13.50,3.22,82.50
42.240,2473.00,232.00,94.46,94.00,33.50,97.92,1.03,13.50,3.22,82.50
42.390,2473.00,232.00,94.46,94.00,33.50,97.92,1.03,13.50,3.22,82.50
42.541,2473.00,232.00,94.46,94.00,33.50,99.45,1.03,13.50,3.22,82.50
42.690,2473.00,232.00,94.46,94.00,33.50,99.45,0.99,13.50,3.22,82.50
42.840,2473.00,232.00,94.46,94.00,33.50,99.45,0.99,9.75,3.22,82.50
42.990,2473.00,232.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,82.50
43.140,2473.00,232.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,88.50
43.290,3996.50,232.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,88.50
43.440,3996.50,536.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,88.50
43.590,3996.50,536.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,88.50
43.740,3996.50,536.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,88.50
43.890,3996.50,536.00,94.46,94.00,33.50,99.45,0.99,9.75,4.07,88.50
44.040,3996.50,536.00,94.46,94.00,33.50,104.07,0.99,9.75,4.07,88.50
44.190,3996.50,536.00,94.46,94.00,33.50,104.07,0.96,9.75,4.07,88.50
44.340,3996.50,536.00,94.46,94.00,33.50,104.07,0.96,0.00,4.07,88.50
44.490,3996.50,536.00,94.46,94.00,33.50,104.07,0.96,0.00,18.96,88.50
44.640,3996.50,536.00,94.46,94.00,33.50,104.07,0.96,0.00,18.96,184.50
44.820,4857.50,536.00,94.46,94.00,33.50,104.07,0.96,0.00,18.96,184.50
44.970,4857.50,1020.00,94.46,94.00,33.50,104.07,0.96,0.00,18.96,184.50
45.120,4857.50,1020.00,94.46,94.00,33.50,104.07,0.96,0.00,18.96,184.50
45.270,4857.50,1020.00,94.46,95.00,33.50,104.07,0.96,0.00,18.96,184.50
45.420,4857.50,1020.00,94.46,95.00,33.50,104.07,0.96,0.00,18.96,184.50
45.570,4857.50,1020.00,94.46,95.00,33.50,118.10,0.96,0.00,18.96,184.50
45.720,4857.50,1020.00,94.46,95.00,33.50,118.10,0.99,0.00,18.96,184.50
45.870,4857.50,1020.00,94.46,95.00,33.50,118.10,0.99,3.00,18.96,184.50
46.020,4857.50,1020.00,94.46,95.00,33.50,118.10,0.99,3.00,17.65,184.50
46.200,4857.50,1020.00,94.46,95.00,33.50,118.10,0.99,3.00,17.65,170.25
46.350,5467.00,1020.00,94.46,95.00,33.50,118.10,0.99,3.00,17.65,170.25
46.500,5467.00,1020.00,94.46,95.00,33.50,118.10,0.99,3.00,17.65,170.25
46.650,5467.00,1020.00,93.06,95.00,33.50,118.10,0.99,3.00,17.65,170.25
46.800,5467.00,1020.00,93.06,95.00,33.50,118.10,0.99,3.00,17.65,170.25
46.950,5467.00,1020.00,93.06,95.00,33.50,118.10,0.99,3.00,17.65,170.25
